uid	pfam
A0A0J5QHZ2	PF01070
S0FVM6	PF01565,PF02913
B2MW81	PF00732,PF05199
A0A0E4GN67	PF01266
Q8J136	PF05199
A0A136MUP0	PF00890,PF05199
A0A077SBA9	PF01565,PF02913
A0A0U5NX37	PF01266,PF04324
A0A1A8TT26	PF01266
M5C8F8	PF05199
H1WCY1	PF02754,PF13183
E7CHE8	PF00754,PF01344,PF09118
H0RVQ4	PF01565
Q6NQ66	PF01565,PF04030
A0A1S8A8L3	PF01565,PF02913
A0A0C3HC90	PF00732,PF05199
Q1LQ51	PF01070
D5RC44	PF01266,PF04324
A0A1Z5JJ59	PF01070
B9ST70	PF01070
A0A1V5TUV4	PF01266,PF04324
A0A2N9NBF0	PF05199
G3YEH3	
F5SJF2	
A0A2X2FAJ5	PF00732,PF05199
A0A0L6UK24	PF00732,PF05199
A0A0W0X304	PF01565,PF04030,PF08241
A0A1V5RER9	PF01266,PF04324
A0A2S6X084	PF00732,PF00890,PF05199
A3RPP1	PF01565
A0A0D8HWN7	PF00732,PF05199
A0A162T6A2	PF01266,PF04324
A0A2C5ZA98	PF00732,PF05199
A0A011PT91	PF01266
A0A0W0U422	PF01070
A0A1W1B9J4	PF01565,PF02913
A0A2P6PSR9	PF01070
Q0W3T1	PF01565,PF02913
A0A1Y0WK63	PF01565
A0A0M6ZB63	PF01266
A0A0G8ECN8	PF01168
A0A1S8KX09	PF01266,PF04324
A9QH69	PF01070
A6T2Q7	PF01565,PF02754,PF02913,PF11880,PF12447,PF13183
A0A2I0AF36	PF00732,PF05199
A0A1B8G7H2	PF00732,PF05199
Q9EW96	PF00732,PF05199
G0AHZ0	PF01565,PF02913
A0A0F2C760	PF00732,PF05199
C0VIB9	PF01565,PF04030
A0A0B0I4X4	PF01565
U2ENB5	PF01565
A0A0E1SA20	PF01565
A0A2B7XBD4	PF00732,PF05199
A0A075AVK5	PF07250,PF09118
Q6QIR4	PF00732,PF05199
A5LGE9	PF00732
A0A291QBP2	PF01266
A0A2G9G7F5	PF07250,PF09118
F0UF47	PF00732,PF05199
G7HUS2	PF00732,PF05199
Q5B2E9	PF00732,PF05199
M9SFA6	PF01565,PF02913
A0A0D3BCX7	PF00732,PF05199
Q5KYD7	PF01565,PF02913
A0A1Y5T676	PF00732,PF05199
A0A0K3BPM4	
A0A085F5E1	PF00732,PF05199
K9U6P8	PF05199
A0A1I9ZA91	PF01266,PF05199
J7M0G4	PF01565,PF04030
A0A011QCS6	PF01266
A0A1U6TT29	PF01565,PF04030
V5NQ89	PF00754,PF01344,PF09118
Q0SBK1	PF01565,PF02913
A5LGE0	PF00732
I4H4C1	PF01565,PF02913
Q5WIP4	PF01565,PF02913
A0A2T7YI23	PF01565,PF04030
A0A0K2YGH2	PF00732,PF05199
Q9C614	PF01565,PF04030
A0A1V4XVE2	PF01266,PF04324
A0A150NIY7	PF01266,PF16901
A0A2I2KV03	PF00732,PF05199
A0A1U6GPB8	PF01565,PF02913
A0A1J9QE44	PF00732,PF05199
C2K1F0	PF01070
C9Y9E7	PF01070
D5MNA0	PF01565,PF02913
A0A1S6IR49	PF01070
B9RYU4	PF07250,PF09118
W9WC55	PF00732,PF05199
O94219	PF00732,PF05199
Q24JJ8	PF01070
A0A222TNV8	PF00732,PF05199
A0A0D6IYV5	PF00732,PF05199
A0A2K8PFQ7	PF01266,PF05199
A0A1C5RPD8	PF01266,PF04324
A0A1E2S024	PF00732,PF05199
A0A1S2XW11	PF00732,PF05199
A0A0U0XLD7	PF01565
A0A103YFJ5	PF00732,PF00890,PF05199
A0A0M2HS64	PF00732,PF05199
A0A143Q8J8	PF00732,PF05199
A0A2X0UT69	PF00732,PF05199
Q0W2Q0	PF01565,PF02913
A0A0P0KG57	PF01070
A0A1G4KV29	PF02754,PF13183
M2Y0E7	PF01070
Q3JKN2	PF09118,PF14200
A0A240AYW4	PF01266,PF04324
A0A1R4K6U2	PF01266
A0A011QNG9	PF01266
A0A0N1NL18	PF01565,PF04030
A0A2S6T084	PF01266
A0A160SYH1	PF00682,PF01266,PF08502
A2Z8H1	PF00732,PF05199
B7RMW0	PF01565,PF02913
A0A1S9CY77	PF01266
S7U115	PF01565,PF02913
A0A0B7JVC7	PF00732,PF05199
A0A173DT03	PF01565,PF09129
A0A2K8R8E2	PF00890,PF05199
G4MVK1	PF00732,PF05199
A0A193SGR8	PF01266
A0A0G0AK66	PF00732,PF05199
A0A1A7MRF2	PF00732,PF05199
A0A0B2SW96	PF04030
A0A0U5JSS4	PF01266,PF04324
A0A2G5C635	PF00732,PF05199
A0A1R3JKT0	PF00732,PF05199
B0UJH3	PF00652,PF09118,PF14200
A0A1D8G594	PF00732,PF05199
A6SUT0	PF02754,PF12838
A0A059B2E9	PF00732,PF05199
A0A174BFA4	PF01266,PF04324
A0A1W1BF41	PF01565,PF02913
A0A087HKU1	PF00732,PF05199
F4BMG1	PF01565,PF02913
A0A0J7JDW3	PF01565,PF02913
F6FR77	PF01565,PF04030
A0A2P6R344	PF07250,PF09118
A0A251VNE0	PF00732,PF05199
A0A2H4S9S8	PF00732,PF05199
A0A1S4CM61	PF00732,PF05199
A0A0T9WB25	PF01266
A0A090HGN3	PF09118
A0A143Q8Z3	PF05199
A0A2W0C1R2	PF01565
A0A2K1JY39	PF00732,PF05199
A0A2D3UQ70	PF00732,PF05199
L9PP51	PF02754,PF12838
Q9NYQ2	PF01070
A0A084G6H0	PF00732,PF05199
A0A395ITB2	PF00732,PF05199
A0A318ZS30	PF00732,PF05199
A0A2X1AWL4	PF02754,PF13183
A0A2K9J036	PF01266
A0A2X0KF83	PF00732,PF05199
A0A173MZJ8	PF00732,PF05199
A0A1E2S2M6	PF01266
A0A202G0J8	PF00890
A0A0B2PPR6	PF01565,PF04030
A0A120MWB8	PF01266
V4MD54	PF00732,PF05199
Q5S058	PF00732,PF05199
Q0S3N6	PF01070
F6HJ27	PF00732,PF05199
A1R258	PF00732,PF05199
A0A1X6ZPJ9	PF01266
A5GMT1	PF01565,PF02913
V5NMY9	PF01565,PF02913
A0A0W0SNN1	PF01070
A0A0U5F9V4	PF01565,PF02913
A0A0N1G0C7	PF01070
Q0V0U3	PF00732,PF00890,PF05199
A0A2X3K5J5	PF01266
Q8VX88	PF01070
B7FUG8	PF01070
A0A0C7BSS0	PF00732,PF05199
A0A3B5YVG6	PF00732,PF05199
C0QKR7	PF01565,PF02913
Q1LC23	PF01266,PF16901
A0A1V2RHS4	PF00732,PF00890,PF05199
A0A2G9FXE2	PF01565,PF04030
A0A2X0XFI9	PF01565,PF02913
M5CC52	PF00732
H8WAX9	PF01565,PF04030
A0A1U7MBF1	PF01266,PF04324
D3PDY5	PF01565,PF02913
A0A0K2Y6W6	PF01266
S6BUT8	PF02754
F3MC79	PF01565,PF04030
A0A1V3XV37	PF01266,PF05199
A0A1Q9N8B0	PF01266,PF04324
A0A075V887	PF00732,PF05199
Q88IT9	PF01266
A0A177CAQ1	PF00732,PF05199
A0A2H6ELQ1	PF05199
A0A0A0HRL1	PF01565,PF02913
F0HWF2	PF01565,PF02913
B7QMD1	PF00732,PF05199
A0A319EKX6	PF00732,PF05199
A0A2S3ILJ5	PF00732,PF05199
Q7SGY1	PF01565,PF04030
E4NCH7	PF00732,PF00890,PF05199
W5TBW0	PF00732,PF05199
A0A2G9FW87	
A0A1M4ERA4	PF01266
A7EQ37	PF00732,PF05199
A0A2P6RC86	PF00732
A0A0W0ZF37	PF01070
A0A0K2B175	PF01565,PF04030
A0A1R4GCV0	PF01168
A0A1V6F3N2	PF01266
B8AKX6	PF01070
A0A2S2E3C3	PF01565,PF02913,PF13183
A0A072U3L8	PF00732,PF05199
A0A168P051	PF00732,PF05199
E3KIL8	PF00732,PF05199
U5QF75	PF01565,PF02913
A0A1L9SF89	PF00732,PF05199
A0A0S1UDQ3	PF01565,PF02913
A0A2I0X977	PF00732,PF05199
Q9ZWB9	PF00732,PF05199
A0A2K8QZ64	PF01266,PF04324
A0A0G3XUD0	PF01266
A0A1X2HZR6	PF00732,PF05199
A0A2J6RDT4	PF00732,PF05199
A0A1U3AYW0	PF00732,PF05199
A0A2J7VXZ2	PF01266
A0A2P6RBS1	PF01070
A0A1U7D3X5	PF01565,PF02913
A0A161GFS2	PF05199
F2RDU8	PF01168
C1D5R9	PF01565,PF02754,PF02913,PF11880,PF12447,PF13183
A0A2S9YDV5	PF00732,PF05199
A0A084G7M0	PF00732,PF05199
A4FP96	PF00732,PF05199
A0A140LAI0	PF01070
A0A1J0LPE9	PF02754
E9F0I4	PF00732,PF05199
A7RA76	PF00732,PF05199
A0A2H3X1P1	PF00732,PF05199
Q588Z1	PF01011,PF13360
Q097D4	PF01565,PF04030
D7VYA1	PF00732,PF05199
D3NRV6	PF01565,PF02913
G8BG16	PF00732,PF05199
A0A100J727	PF00890,PF05199
A0A178ZAE9	PF00732,PF05199
A0A2I4F6J9	PF00732,PF05199
A0A3B6NR53	PF00732,PF05199
A0A0A8UQ43	PF01070
A0A0G4J240	PF00732,PF05199
A0A0B0ELZ3	PF00732,PF05199
A0A2S9YNS7	PF00732,PF05199
A0A0R3K2G2	PF01266,PF04324
A0A2X2FEA9	PF00732,PF05199
Q1LJ75	PF01565
Q0IDM3	PF02754,PF13183
B8MGJ2	PF01565,PF02913
A0A158S0G2	PF01266
I4FPB3	PF01565,PF02913
A0A0J6V898	PF01266,PF04324
K1L399	PF01266
A0A1C6CGU0	PF01266,PF04324
A0A1N3VNT8	PF01266
A0A1R4KB75	PF01266,PF16901
A0A0D8BLL9	PF01070
A0K1E8	PF00732,PF05199
A0A174BAQ2	PF01266,PF04324
K0JX84	PF05199
A0A2R6PEH5	PF00732,PF05199
B3R6H2	PF01565,PF02913
A0A2P6P450	PF07250,PF09118
B1HRA3	PF01565,PF04030
B3R195	PF09118
K4A655	PF00732,PF05199
A0A089XA11	PF00732,PF05199
A0A135LJR9	PF00732,PF05199
A0A089Z618	PF01565,PF04030
A0A1V6DPH2	PF05199
W6WS88	PF01565,PF04030
M5C9N9	PF00732,PF05199
A0A0E9F1A3	PF01266,PF04324
A0A3D8SF31	PF00732,PF05199
B8AUI3	PF01070
A0A0N0E1V1	PF01565,PF02913
A0A080NFB1	PF01070
F9DUM3	PF01565,PF02913
A0A328DCG3	PF00732,PF05199
D8R6Z6	PF00732,PF05199
A0A0C9LZS9	PF00732,PF05199
A0A1V2MV74	PF01565,PF08031
B6R8D7	PF01565,PF02913
Q5S057	PF00732,PF05199
A0A2K8P6X8	PF00732,PF05199
A0A1C5N008	PF01266,PF04324
A0A1Q3AZX8	PF00732,PF05199
W6I4V4	PF02754,PF12838
A0A1K2FRD1	PF00732,PF05199
A0A0F0KQ55	PF01565,PF04030
A0A160T9N7	PF05199
A0A2H3F9F6	PF00732
A0A060JKF6	PF00732,PF05199
W6R6M4	PF01565
A0A089QDS0	PF01565,PF02913
A0A2K3MNK0	PF00732,PF05199
A0A2H6F0X9	PF01266
Q5WCX8	PF01565,PF02913
A0A059A2R8	PF00732,PF05199
A0A2G9GHL0	PF00732,PF05199
A0A221W5H9	PF00732,PF05199
A0A1Y2MWS8	PF01266
A0A1V5H2F9	PF01266
A0A292Z204	PF01266
A0A1W1ED07	PF01565,PF02913
A0A0E9NRK8	PF00732,PF05199
Q0S9X3	PF05199
B5WUJ3	PF09118
A0A2X4UF66	PF01070
E3BDC4	PF01565,PF04030
D0L8E4	PF00732,PF05199
G9A9S4	PF01565,PF04030
A0A0B2PQN7	PF01565,PF04030
A0A2H6AKT4	PF01266
C7Q7H9	PF01070
A0A2I0S9Q0	PF00732,PF05199
A0A2N9AX38	PF01565,PF02913
G8SB08	PF01565,PF04030
Q3AMA9	PF01266,PF16901
A0A0P7Z009	PF01565,PF02913
A0A0H6BK84	PF01266
F5SJF4	PF02754
A0A177UWS6	PF00732,PF05199
A0A111ATD7	PF01266,PF16901
K0NHF1	PF01565,PF02913
Q9KX73	PF01565,PF04030
P16101	
A0A0N1GJT2	PF09118
A0A0H3KC56	PF01565
A0A2H6B7B6	PF01266
A0A2H6EM28	PF01266
A0A0K2AKS0	PF00732,PF05199
Q5WAP3	PF02754,PF13183
G2QJL7	PF00732,PF05199
Q4WH00	PF00754,PF01344,PF09118
A0A011QWU0	PF01266,PF16901
A0A2S2DWV5	PF01565,PF02913
A0A0H5CS89	PF01168
A0A1B8NYI7	PF05199
M1BKV4	PF00732,PF05199
P04841	PF00732,PF05199
A0A0W0VL21	PF01070
H0SIC1	PF01565
A0A239X7S2	PF01266
A0A192CBF8	PF01565
A0A1L3RIY0	PF01565
A0A0T9MJ98	PF01565,PF04030
A0A2H6B621	PF05199
B9HKS3	PF00732,PF05199
B6QBY3	PF00732,PF05199
A0A0W0VV04	PF01266
A0A1W1CGQ7	PF01565,PF02913
A0A0D2AKE1	PF00732,PF05199
A0A292PRL4	PF00732,PF05199
A0A2G3C0E1	PF00732,PF05199
Q82WE3	PF01565,PF02913
A0A1S8G6W1	PF01168
A0A2X1GRI6	PF01266
A0A0M8KNQ2	
A0A1B2GI44	PF00754,PF09118
K1L5T1	PF01565,PF04030
M0SNA8	PF00732,PF05199
A0A2G9HYH9	PF01565,PF04030
R0GUX4	PF00732,PF05199
A0A2S5BCR2	PF00732,PF05199
A0A068TSQ9	PF00732,PF05199
A0A0B2QXT2	
M1BG07	PF00732,PF05199
I1LSK5	PF00732,PF05199
A0A1L8CNE4	PF01565,PF02913
Q9CG65	PF01266,PF16901
W3WU04	PF00732,PF05199
A0A395N8R7	PF00732,PF05199
R0GUX1	PF00732,PF05199
A0A1V6GKT0	PF01266
Q54DT6	PF00732,PF05199
A0A2P6RJN4	PF07250,PF09118
A0A1C6CTH7	PF01266,PF04324
A0A0D0Q694	PF01565,PF02913
B9S3D0	PF01565,PF04030
A1K321	PF01070
A0A1S1NTG6	PF00732,PF05199
A0A0X7BBM5	PF00732,PF05199
A0A0T7MB39	PF01266
A0A2K4ZDQ6	PF01266,PF04324
A0A1R4G104	PF01266
A0A2H1IK69	PF01565,PF02913
A0A128F2A1	PF01266
A0A0D2GSG2	PF00732,PF05199
F6H8T4	PF00732,PF05199
A0A1U8ADI0	PF00732,PF05199
A0A1U3M941	PF01565,PF04030
A0A1M9WUV4	PF00732,PF05199
A0A088RMZ1	PF01565,PF04030
O81030	PF01565,PF04030
A1UFU8	PF00732,PF05199
B7PF38	PF01070
B6HJ58	PF00732,PF05199
A0A398A9V0	PF00732,PF05199
W7INI2	PF01168
A0A2S9YNQ4	PF00732,PF05199
Q3JNY7	PF02754,PF13183
A0A1U2LNN5	PF01565,PF04030
A0A0L0GS82	PF01266
A0A1E4RIU5	PF00732,PF05199
A0A3D8SU31	PF00732,PF05199
A0A202G8W1	PF00732,PF05199
A0A2M9N070	PF01565,PF04030
V7D063	PF00732,PF05199
A0A2P9IP73	PF00561
A0A1B1NNW1	PF01565,PF02913,PF13183
A5ECI0	PF02754,PF12838
A0A2N9B8H5	PF00732,PF05199
A0A1R4GV93	
A0A2T3BZ53	PF01266
C2EPE3	PF01070
A0A0D0NLE0	PF01565,PF04030
W5VX40	PF01565,PF04030
A0A1D8BXG3	PF01565,PF04030
P93762	PF01565,PF08031
A0A132MXD7	PF01266
A9KFF0	PF01565
A0A142WU64	PF05199
Q3SUS3	PF01070
A0A2H5WBK4	PF01266
A0A1W6K7Y1	PF01266
Q8YI46	PF01565,PF02913
A0A317XK11	PF00732,PF05199
D1C7X7	PF01565,PF04030
Q0IDM6	PF01565
A0A2X0Z6A8	PF01565
A0A2T0BMB6	PF01266,PF04324
Q82WK0	PF01565,PF02913
Q6L2S0	PF02754,PF13183
B7G6C1	PF00732,PF05199
A0A178EKU5	PF00732,PF05199
A0A1J5RTE4	PF01266
A0A1S1NI84	PF01266,PF05199
D4XIR1	PF01565,PF02913
C5PAG4	PF01565,PF04030
K4R067	PF01565,PF04030
A0A0G2GZZ1	PF00732,PF05199
E5AM74	PF02754,PF12838
A0A0M2HDA7	PF01565,PF04030
A0A0T6ADC9	PF01565,PF02913
R9PTS0	PF01266
A0A166S056	PF01266,PF04324
D8N7C7	PF01565,PF02913
A0A168EQP4	PF00732,PF05199
A0A0K2HX31	PF01168
O52792	PF01070
A0A0H4W4S4	PF01266
A0A0W0U3G7	PF01070
Q8J2V8	PF00732,PF05199
A0A2I2KQT5	PF01266
A3RTD5	PF01565,PF02913
A5LGF4	PF00732
A0A0W0REL6	PF00732,PF05199
A0A0N0NG33	PF05199
Q7NZM1	PF01565,PF02913
B1HZY7	PF01070
A0A1K2FR86	PF01070
A0A0W0YYP4	PF01266
A4FHK5	PF01565,PF02913
B8M1T5	PF01565,PF02913
A0A2P4UM39	PF05199
A2SED2	PF01565,PF02913
Q0PCD7	PF01565,PF08031
H5VDZ6	PF01565,PF02913
A0A1L7F5V2	PF00732,PF05199
A0A0B2Q9E0	PF01565,PF04030
L1L2T7	PF01565,PF04030
A0A1R4IU41	PF00732,PF05199
W4GJ79	PF00732,PF00890,PF05199
A0A0F0KUX6	PF01266
B0SPC7	PF01070,PF18603
A0A084GCB4	PF01565,PF02913
P04842	PF00732,PF05199
S6ARK9	PF01565
A0A1V5J370	PF01266,PF04324
A0A1C5U454	PF01266,PF04324
A0A0W0TN02	PF01070
A0A0B2SP87	PF01070
A0A0U0FBE7	PF01565,PF04030
A0A1U4TVP9	PF05199
B9S1S3	PF00732,PF05199
Q6CEP8	PF00732,PF05199
A0A1R4G0W3	PF01266
A0A143XRU8	PF01266,PF04324
A0A0F4YUY8	PF00732,PF05199
A0A1V4SM41	PF01266,PF04324
A0A0M6YRI1	PF01266
H3REB4	PF01565,PF04030
A0A0K9Q0K0	PF00732,PF05199
A0A2X2D7G3	PF01266
D2PT03	PF01070
I0HKK7	PF01565
Q314U5	PF01070
E2Q1I2	PF09118
A0A2C9W9I8	PF00732,PF05199
K6XRR8	PF01070
E3IU20	PF01070
D0LDL8	PF05199
A0A2H6IY94	PF01266
G9A160	PF01565
A0A0H5NLD1	PF05199
C3SYH2	PF01266
A4F5U2	PF01565,PF04030
A0A2S6QZM7	PF00732
A0A2I0B889	PF01070
Q2KC17	PF01565,PF02913
W6WK03	PF01565,PF02913
G0EVT6	PF01565
G2IPH3	PF02754,PF12838
A0A0F4Z705	PF00732,PF05199
A0A136P060	PF01565
A0A1C6BRR5	PF01266,PF04324
A0A2P5SKY8	PF00732,PF05199
A0A2P6RYW8	PF01070
A0A1U4QGT1	PF01565,PF04030
A0A0U1BXY3	PF00732
A0A2I6QLF1	PF01168
D2Y4N6	PF00732,PF05199
A0A1E7S3B0	PF01266,PF04324,PF04972
A0A1C6KFU6	PF01266,PF04324
A0A2S2DUS2	PF01565,PF04030
Q896M6	PF01565,PF02913
A0A231HAW6	PF00732,PF05199
Q8PXD0	PF01565,PF02913
A0A059CJQ7	PF00732,PF05199
N1LJG2	PF01168
Q8EQI8	PF01565,PF04030
A0A0G3UZA1	PF01565,PF02913
A0A1B9F0J7	PF00732,PF05199
E0MUP1	PF01565,PF04030
A0A124C1P7	PF01565,PF04030
B8B8K5	PF01070
A0A128EWI9	PF05199
A0A101D3B1	PF01565,PF02913
A0A1F2PVP2	PF01565,PF09129
A0A174HZH5	PF01266,PF04324
A0A2S2DWU5	PF00732,PF05199
D4J5N3	PF01565,PF02913
Q95NZ0	PF00732,PF05199
A5WBI8	PF00732,PF05199
A0A2H3FMJ4	PF01070
A0A135SZB9	PF00732,PF05199
A0A0B0H8K0	PF02754
K4R330	PF05199
Q092H5	PF09118
Q9FM82	PF01565,PF04030
A0A397J4C9	PF00732,PF05199
A0A0S3QVA7	PF01565,PF02913
A0A0H4NZY9	PF01266
A0A192CCC7	PF02754,PF13183
A3LYX9	PF00732,PF05199
A0A1B8P6F6	PF01266
A0A2X2A4L9	PF01266
C6WL12	PF00890,PF05199
J6FBP4	PF00732,PF05199
A0A2X2M004	PF00732,PF05199
B7P402	PF01070
A0A0U6K8E5	PF01266
A2QTA3	PF01565,PF02913
Q9LJH5	PF01070
A0A2X2M266	PF00732,PF05199
A0A174I4P0	PF01266,PF04324
A0A061CMR4	PF01070
F4LXJ9	PF01070
A0A0G2JBG4	PF00732,PF05199
A0A151B4W3	PF01266,PF04324
B5WWZ8	PF00732,PF05199
A0A1X2HHU2	PF00732,PF05199
Q3ICJ7	PF01266,PF16901
I4EWE1	PF01565,PF04030
A0A1W1HKR5	PF01565,PF02913
A0A1V6IK66	PF01266,PF04324
A0A0T9M427	PF01266,PF04324
A0A2N9L5T0	PF01266
A0A2X2FAF1	PF01266
A2QH57	PF00732,PF05199
B9R845	PF07250,PF09118
A0A2X0XUW3	PF01565
A0A075UN20	PF00732,PF05199
A0A177VE92	PF00732,PF05199
G6F8W6	PF02913
A0A2H1I021	PF01565,PF02913
A0A1B2H577	PF01070
I4EXS6	PF00732,PF05199
A0A2X0YUT7	PF01565,PF02913
A0A2S7P7U8	PF00732,PF05199
A0A0D9XKJ3	PF00732,PF05199
A0A110B2A9	PF01565,PF04030
A0A1V6FWC7	PF00732,PF05199,PF09423
A0A151TXM6	PF07250,PF09118
A0A109BJG6	PF00732,PF05199
A0A1Q2YX61	PF01266
D7FFM6	PF02754
A0A1J1L5E6	CL3434,PF01565,PF02913
A0A2S4KXE2	PF00732,PF05199
A0A1Y6KMB1	PF01565
A0A1C5WZP5	PF01266,PF04324
Q9UJM8	PF01070
A0A2K1QT54	PF00732,PF05199
A0A0M8PA58	PF00732,PF05199
A0A2H6IZ16	PF01266,PF05199
A0A1V4SMB9	PF01266,PF04324
Q5ZT41	
K9U0B0	PF05199
A0A0F0L8I0	PF00732,PF05199
A0A194VLZ2	PF00732,PF05199
A0A1A9GPG9	PF01565
A0A1I9Z242	PF00890,PF05199
O81032	PF01565,PF04030
A0A1J7J1F3	PF00732,PF05199
R7W4J3	PF00732,PF05199
B7QY07	PF01565
A0A2G9HHK2	PF07250,PF09118
D8IRW2	PF01565,PF02913
U2E4D8	PF01565,PF02913
W4GI38	PF00732,PF05199
A0A0N1GGN2	PF01070
A0A2X2M7P2	PF01266
Q7ZA32	PF05199
A0A075HNX4	PF01565,PF04030
B8LQ84	PF00732,PF05199
A0A2P7ZWG2	PF01266
A0A1D7W8Q8	PF01168
A0A073CBY9	PF01565
B2J344	PF01565,PF04030
V5V4J0	PF02754,PF13183
A0A1C5WIH0	PF01266,PF04324
A0A0A1ZY49	PF01266
A0A0F8WT96	PF00732,PF05199
A0A0B0HYF7	PF04030
A0A0B4GUA3	PF00732,PF05199
M5FIH9	PF01565,PF02913
A0A2X0WAL6	PF01565,PF04030
A0A2H5VW85	PF01266
Q6QWR1	PF05199
A3LW61	PF00732,PF05199
A0A0H5CSE9	PF01266
C5WYH6	PF00732,PF05199
A0A328E586	PF00732,PF05199
B9NTK7	PF01565,PF02913
Q8YB40	PF02754,PF12838
G8SAE3	PF09118
A0A259UBD5	PF01266,PF04324
A0A2Z6PJ96	PF00732,PF05199
A0A0P0USS3	PF01565,PF02913
I1I4N2	PF00732,PF05199
A0A1V2ML81	PF05199
A0A2X1C2U9	PF00732,PF05199
V6AP96	PF01565,PF02913
D1BFG0	PF01565,PF04030
A0A2P6QR70	PF00732,PF05199
A0A1J5SZR9	PF00732,PF05199
A0A177URZ0	PF00732,PF05199
I0K1R9	PF00691,PF07691
A0A139HXK4	PF00732,PF05199
A0A173TMC2	PF01266,PF04324
M2Z831	PF00732,PF05199
A0A256FUW7	PF00732,PF05199
A0A0N1FTH6	PF00155,PF01070
A0A2K8RAD9	PF00732,PF05199
A0A2C9D0U4	PF00732,PF05199
M5R471	PF01565,PF04030
A0A0C1NX92	PF00732,PF05199
D6Y3D9	PF01565,PF04030
I1C536	PF00732,PF00890,PF05199
A0A1I9ZHD8	PF01565,PF02913
C7ZJI0	PF00732,PF05199
A0A2X3BCU2	PF01266,PF04324
A0A1V4XJ92	PF01266
Q6BZA0	PF01565,PF04030
A0A2X0V2F4	PF01266,PF16901
A0A0F4Z3M2	PF00732,PF05199
X8CAI3	
A0A0F4Z346	PF00732,PF05199
A0A1X6XS14	PF01565,PF04030
I0JRU5	PF02754,PF13183
Q15TJ7	PF01070
I0HXJ0	PF01070
R0HIT3	PF00732,PF05199
I1I4N0	PF00732,PF05199
A0A0G8CLL3	PF01168
A0A2W0CE60	PF02754
A0A1Y2SL82	PF01565,PF08031
A0A1V4I7Z4	PF01266,PF04324
A0A2L2STZ6	PF00732,PF05199
A0A2G9G7S6	PF07250,PF09118
G9MT89	PF00732,PF05199
A0A1V2RLK7	PF01266
G5RJB6	PF01266
H6RN14	PF01070
Q8YB37	PF01565,PF02913
A0A314UN77	PF00732,PF05199
A0A140L4J8	PF01070
W4GI44	PF00732,PF05199
A4Z0V5	PF01565,PF02913
E1UR06	PF01565
A9AUI7	PF01070
A0A0F7VIW9	PF00732,PF05199
A0A0G3V1N4	PF01070
M9MGF2	PF00732,PF05199
F6BIS2	PF01070
A0A0H5P8E4	PF00732,PF05199
A0A1I9Z6V1	PF01565,PF08031
A0A317T446	PF00732,PF05199
A0A2S9XD24	PF00732,PF05199
A0A143QP89	PF00732,PF05199
A0A0R2JV30	PF01266,PF16901
A0A1Z5H867	PF01565,PF02913
A0A084GCK7	PF00732,PF05199
B5WWZ9	PF00732,PF05199
C2FDG9	PF01266,PF16901
I9W3U5	PF01565,PF02913
A0A0M2HFI3	PF01565,PF04030
A0A125NUC5	PF00732,PF05199
A0A2S6T981	PF01266
B8MB95	PF01344,PF09118
A0A1J5Q6D4	PF01266
Q8XW09	PF01565,PF02913
T0ZNK3	PF01565,PF12447
A0A194V0E8	PF00732,PF05199
A0A1B2GSF6	PF00732,PF05199
A0A0K2AU21	PF01266
A0A1Y0X8V4	PF01565
Q56ZN0	PF01070
A0A0F2CB54	PF01565,PF04030
A0A1S4C399	PF00732,PF05199
H5VAY9	PF01266
A0A0M2HH24	PF00732,PF05199
M2Y7P8	PF01070
A0A0W0SNC9	PF01070
M1MT52	PF01565,PF02913
A0A2K8R647	PF01266
P9WMV9	PF05199
A0A1V1PTU8	PF01168
Q5FIR1	PF01070
A0A2X4TYC1	PF00732,PF05199
Q7V678	PF01565,PF02913
A0A2T0AZ09	PF01266,PF04324
B1G9T6	PF09118
A0A090QLU0	PF01266
A0A1J0A9L6	PF01565,PF02913
A0A0B2PFM1	PF01565,PF04030
A0A2X3K0X4	PF01266,PF04324
A0A1A0H5Y1	PF00732,PF05199
A0A174CF58	PF01266,PF04324
A0A0N7LTA8	PF01266
A0A0E0ITI1	PF00732,PF05199
A0A218X9P0	PF00732,PF05199
A0A075FRM3	PF01565,PF04030
A0A0B7N869	PF00732,PF05199
H0E3U3	PF01168
F4CZ97	PF01070
A0A231GX57	PF00732,PF05199
A0A370JAU3	PF00732,PF05199
A0A2P5D5U9	PF00732,PF05199
A0A2K8QZD2	PF01565,PF04030
F6B8U7	PF01070
A0A1B2GMK1	PF00732,PF05199
A0A319DRS3	PF00732,PF05199
A0A2H5XI64	PF01266,PF05199
A0A1V0E5A9	PF00732,PF05199
B0ED25	
A0A0U1YLU5	PF00754,PF01344,PF09118
A0A2J6QDA1	PF00732,PF05199
A0A1C5LU99	PF01266,PF04324
B8LUI6	PF00173,PF01070
A0A1N5APN9	PF01565,PF04030
A0A2P2KCX9	PF00732,PF05199
A0A090SY56	PF01266
A0A0J1FVG5	PF01266
A0A1K2FQI0	PF01266,PF04324
B4F335	PF00732,PF05199
Q0PGS3	PF00732,PF05199
V4U4C9	PF00732,PF05199
A0A2R5FH61	PF01565,PF02913
S6BHF8	PF01565
A0A199W868	PF00732,PF05199
C0X6X1	PF01266,PF16901
Q9LRR9	PF01070
A0A2S9XS76	PF01266
Q94BP3	PF00732,PF05199
H0SX51	PF02754,PF12838
P56216	PF01565,PF02913
