uid	taxid	organism	superkingdom	ph	temperature	pfam	lineage_identifiers	lineage_ranks	lineage_names
A0A1K0J1E4	106590	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator
G0EVT6	1042878	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 1042878	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator N-1
G0EVT7	1042878	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 1042878	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator N-1
Q0KC24	381666	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 381666	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator H16
Q0K752	381666	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 381666	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator H16
Q46UI1	264198	Cupriavidus pinatubonensis	Bacteria	7.0	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 248026, 264198	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus pinatubonensis, Cupriavidus pinatubonensis JMP134
G0EVT4	1042878	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 1042878	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator N-1
G0ESW4	1042878	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 1042878	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator N-1
G0ERK7	1042878	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 1042878	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator N-1
G0ES38	1042878	Cupriavidus necator	Bacteria	6.89	29.0	PF01266	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 1042878	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator N-1
Q0K750	381666	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 381666	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator H16
B3R6H2	977880	Cupriavidus taiwanensis	Bacteria	7.2	31.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 164546, 977880	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus taiwanensis, Cupriavidus taiwanensis LMG 19424
B3R6H5	977880	Cupriavidus taiwanensis	Bacteria	7.2	31.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 164546, 977880	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus taiwanensis, Cupriavidus taiwanensis LMG 19424
C9Y717	667019	Curvibacter putative	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28216, 80840, 80864, 281915, 667019	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Curvibacter, Curvibacter putative symbiont of Hydra magnipapillata
C9Y9E7	667019	Curvibacter putative	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28216, 80840, 80864, 281915, 667019	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Curvibacter, Curvibacter putative symbiont of Hydra magnipapillata
C9Y718	667019	Curvibacter putative	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28216, 80840, 80864, 281915, 667019	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Curvibacter, Curvibacter putative symbiont of Hydra magnipapillata
A0A1Y0N327	1844971	Curvibacter sp.	Bacteria	NA	28.0	PF01266	1, 131567, 2, 1224, 28216, 80840, 80864, 281915, 1844971	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Curvibacter, Curvibacter sp. AEP1-3
G4CXE1	997355	Cutibacterium avidum	Bacteria	NA	37.0	PF02754	1, 131567, 2, 1783272, 201174, 1760, 85009, 31957, 1912216, 33010, 997355	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Propionibacteriales, Propionibacteriaceae, Cutibacterium, Cutibacterium avidum, Cutibacterium avidum ATCC 25577
A0A2K8WQE3	2054282	Cyanobacterium sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 1798711, 1117, 1301283, 1118, 1890452, 102234, 2054282	root, no rank, superkingdom, no rank, no rank, phylum, subclass, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Oscillatoriophycideae, Chroococcales, Cyanobacteriaceae, Cyanobacterium, Cyanobacterium sp. HL-69
A0A2P1M9I7	2762	Cyanophora paradoxa	Eukaryota	NA	20.0	NA	1, 131567, 2759, 38254, 33678, 2761, 2762	root, no rank, superkingdom, class, family, genus, species	root, cellular organisms, Eukaryota, Glaucocystophyceae, Cyanophoraceae, Cyanophora, Cyanophora paradoxa
S7WFA4	641524	Cyclobacterium qasimii	Bacteria	NA	NA	PF01266	1, 131567, 2, 1783270, 68336, 976, 768503, 768507, 563798, 68288, 1350429, 641524	root, no rank, superkingdom, no rank, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Cyclobacterium, Cyclobacterium qasimii, Cyclobacterium qasimii M12-11B
D3PDY4	639282	Deferribacter desulfuricans	Bacteria	7.0	62.0	NA	1, 131567, 2, 200930, 68337, 191393, 191394, 53572, 197162, 639282	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Deferribacteres, Deferribacteres, Deferribacterales, Deferribacteraceae, Deferribacter, Deferribacter desulfuricans, Deferribacter desulfuricans SSM1
D3PDY5	639282	Deferribacter desulfuricans	Bacteria	7.0	62.0	NA	1, 131567, 2, 200930, 68337, 191393, 191394, 53572, 197162, 639282	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Deferribacteres, Deferribacteres, Deferribacterales, Deferribacteraceae, Deferribacter, Deferribacter desulfuricans, Deferribacter desulfuricans SSM1
Q1IWN3	319795	Deinococcus geothermalis	Bacteria	7.2	45.0	NA	1, 131567, 2, 1783272, 1297, 188787, 118964, 183710, 1298, 68909, 319795	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus, Deinococcus geothermalis, Deinococcus geothermalis DSM 11300
A0A080NFB1	80866	Delftia acidovorans	Bacteria	7.05	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 80864, 80865, 80866	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Delftia, Delftia acidovorans
F6AVX6	742013	Delftia sp.	Bacteria	7.15	27.0	NA	1, 131567, 2, 1224, 28216, 80840, 80864, 80865, 742013	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Delftia, Delftia sp. Cs1-4
A0A1V5H2F9	1852872	Deltaproteobacteria bacterium	Bacteria	NA	NA	PF01266	1, 131567, 2, 1224, 68525, 28221, 45456, 122706, 1852872	root, no rank, superkingdom, phylum, subphylum, class, no rank, no rank, species	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, unclassified Deltaproteobacteria, unclassified Deltaproteobacteria (miscellaneous), Deltaproteobacteria bacterium ADurb.BinA179
A0A0T6ADC9	1640514	Deltaproteobacteria bacterium	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 68525, 28221, 45456, 122706, 1640514	root, no rank, superkingdom, phylum, subphylum, class, no rank, no rank, species	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, unclassified Deltaproteobacteria, unclassified Deltaproteobacteria (miscellaneous), Deltaproteobacteria bacterium CSP1-8
F5SJF4	997346	Desmospora sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 1239, 91061, 1385, 186824, 500614, 997346	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Thermoactinomycetaceae, Desmospora, Desmospora sp. 8437
F5SJF1	997346	Desmospora sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 1239, 91061, 1385, 186824, 500614, 997346	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Thermoactinomycetaceae, Desmospora, Desmospora sp. 8437
F5SJF5	997346	Desmospora sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 1239, 91061, 1385, 186824, 500614, 997346	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Thermoactinomycetaceae, Desmospora, Desmospora sp. 8437
F5SJF3	997346	Desmospora sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 1239, 91061, 1385, 186824, 500614, 997346	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Thermoactinomycetaceae, Desmospora, Desmospora sp. 8437
A0A1W1HKR5	1246637	Desulfamplus magnetovallimortis	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 1246635, 1246637	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfamplus, Desulfamplus magnetovallimortis
C0QK91	177437	Desulfobacterium autotrophicum	Bacteria	7.0	26.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 2295, 2296, 177437	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacterium, Desulfobacterium autotrophicum, Desulfobacterium autotrophicum HRM2
C0QCR3	177437	Desulfobacterium autotrophicum	Bacteria	7.0	26.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 2295, 2296, 177437	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacterium, Desulfobacterium autotrophicum, Desulfobacterium autotrophicum HRM2
C0QKR7	177437	Desulfobacterium autotrophicum	Bacteria	7.0	26.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 2295, 2296, 177437	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacterium, Desulfobacterium autotrophicum, Desulfobacterium autotrophicum HRM2
C0QJA3	177437	Desulfobacterium autotrophicum	Bacteria	7.0	26.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 2295, 2296, 177437	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacterium, Desulfobacterium autotrophicum, Desulfobacterium autotrophicum HRM2
K0NHF1	651182	Desulfobacula toluolica	Bacteria	7.08	28.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 28222, 28223, 651182	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacula, Desulfobacula toluolica, Desulfobacula toluolica Tol2
A0A0J1FVG5	476652	Desulfosporosinus acididurans	Bacteria	NA	30.0	PF01266	1, 131567, 2, 1783272, 1239, 186801, 186802, 186807, 79206, 476652	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfosporosinus, Desulfosporosinus acididurans
S0FYJ5	1286635	Desulfotignum phosphitoxidans	Bacteria	7.1	30.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 115780, 190898, 1286635	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfotignum, Desulfotignum phosphitoxidans, Desulfotignum phosphitoxidans DSM 13687
S0G7W3	1286635	Desulfotignum phosphitoxidans	Bacteria	7.1	30.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 115780, 190898, 1286635	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfotignum, Desulfotignum phosphitoxidans, Desulfotignum phosphitoxidans DSM 13687
S0FWI7	1286635	Desulfotignum phosphitoxidans	Bacteria	7.1	30.0	PF01266	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 115780, 190898, 1286635	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfotignum, Desulfotignum phosphitoxidans, Desulfotignum phosphitoxidans DSM 13687
S0FVM6	1286635	Desulfotignum phosphitoxidans	Bacteria	7.1	30.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 115780, 190898, 1286635	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfotignum, Desulfotignum phosphitoxidans, Desulfotignum phosphitoxidans DSM 13687
S0FZZ2	1286635	Desulfotignum phosphitoxidans	Bacteria	7.1	30.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 115780, 190898, 1286635	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfotignum, Desulfotignum phosphitoxidans, Desulfotignum phosphitoxidans DSM 13687
F6CI10	760568	Desulfofundulus kuznetsovii	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 1239, 186801, 186802, 186807, 2282741, 58135, 760568	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfofundulus, Desulfofundulus kuznetsovii, Desulfofundulus kuznetsovii DSM 6115
F6B8U7	868595	Desulfotomaculum nigrificans	Bacteria	7.8	52.0	NA	1, 131567, 2, 1783272, 1239, 186801, 186802, 186807, 1562, 1565, 868595	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfotomaculum, Desulfotomaculum nigrificans, Desulfotomaculum nigrificans CO-1-SRB
Q314U5	207559	Desulfovibrio alaskensis	Bacteria	7.0	32.0	NA	1, 131567, 2, 1224, 68525, 28221, 213115, 194924, 872, 58180, 207559	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, Desulfovibrio alaskensis, Desulfovibrio alaskensis G20
G7Q5T8	694327	Desulfovibrio sp.	Bacteria	7.25	33.0	NA	1, 131567, 2, 1224, 68525, 28221, 213115, 194924, 872, 694327	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, Desulfovibrio sp. FW-101-2B
A0A143BAP0	1823759	Desulfuromonas sp.	Bacteria	NA	NA	PF01266	1, 131567, 2, 1224, 68525, 28221, 69541, 213421, 890, 1823759	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Desulfuromonas, Desulfuromonas sp. DDH964
A0A024KJM9	1380412	Devosia sp.	Bacteria	NA	28.0	PF01266	1, 131567, 2, 1224, 28211, 356, 45401, 46913, 1380412	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. DBB001
A0A085FLP7	1502724	Devosia sp.	Bacteria	NA	28.0	NA	1, 131567, 2, 1224, 28211, 356, 45401, 46913, 1502724	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. LC5
A0A0K0TUB1	1643450	Devosia sp.	Bacteria	NA	28.0	NA	1, 131567, 2, 1224, 28211, 356, 45401, 46913, 1643450	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. H5989
Q54E41	44689	Dictyostelium discoideum	Eukaryota	NA	23.0	NA	1, 131567, 2759, 554915, 142796, 33083, 2058949, 2058185, 5782, 44689	root, no rank, superkingdom, no rank, no rank, no rank, order, family, genus, species	root, cellular organisms, Eukaryota, Amoebozoa, Mycetozoa, Dictyostelids, Dictyosteliales, Dictyosteliaceae, Dictyostelium, Dictyostelium discoideum
A0A2H3FMJ4	946125	Diplocarpon rosae	Eukaryota	NA	24.0	NA	1, 131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147548, 5178, 76657, 446948, 946125	root, no rank, superkingdom, no rank, kingdom, subkingdom, phylum, no rank, subphylum, no rank, no rank, class, order, family, genus, species	root, cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Leotiomycetes, Helotiales, Dermateaceae, Diplocarpon, Diplocarpon rosae
A0A174I9R3	88431	Dorea longicatena	Bacteria	7.2	37.0	NA	1, 131567, 2, 1783272, 1239, 186801, 186802, 186803, 189330, 88431	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Dorea, Dorea longicatena
A0A173UTZ9	88431	Dorea longicatena	Bacteria	7.2	37.0	PF01266, PF04324	1, 131567, 2, 1783272, 1239, 186801, 186802, 186803, 189330, 88431	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Dorea, Dorea longicatena
A0A174PMH5	88431	Dorea longicatena	Bacteria	7.2	37.0	PF01266, PF04324	1, 131567, 2, 1783272, 1239, 186801, 186802, 186803, 189330, 88431	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Dorea, Dorea longicatena
D8LSB4	2880	Ectocarpus siliculosus	Eukaryota	NA	10.0	NA	1, 131567, 2759, 33634, 569578, 2870, 2877, 2878, 2879, 2880	root, no rank, superkingdom, no rank, no rank, class, order, family, genus, species	root, cellular organisms, Eukaryota, Stramenopiles, PX clade, Phaeophyceae, Ectocarpales, Ectocarpaceae, Ectocarpus, Ectocarpus siliculosus
D8LDI6	2880	Ectocarpus siliculosus	Eukaryota	NA	10.0	NA	1, 131567, 2759, 33634, 569578, 2870, 2877, 2878, 2879, 2880	root, no rank, superkingdom, no rank, no rank, class, order, family, genus, species	root, cellular organisms, Eukaryota, Stramenopiles, PX clade, Phaeophyceae, Ectocarpales, Ectocarpaceae, Ectocarpus, Ectocarpus siliculosus
D7FMI7	2880	Ectocarpus siliculosus	Eukaryota	NA	10.0	NA	1, 131567, 2759, 33634, 569578, 2870, 2877, 2878, 2879, 2880	root, no rank, superkingdom, no rank, no rank, class, order, family, genus, species	root, cellular organisms, Eukaryota, Stramenopiles, PX clade, Phaeophyceae, Ectocarpales, Ectocarpaceae, Ectocarpus, Ectocarpus siliculosus
A0A1E3A8G4	1432052	Eisenbergiella tayi	Bacteria	NA	37.0	PF01266, PF04324	1, 131567, 2, 1783272, 1239, 186801, 186802, 186803, 1432051, 1432052	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Eisenbergiella, Eisenbergiella tayi
A0A1E3A7D7	1432052	Eisenbergiella tayi	Bacteria	NA	37.0	PF01266, PF04324	1, 131567, 2, 1783272, 1239, 186801, 186802, 186803, 1432051, 1432052	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Eisenbergiella, Eisenbergiella tayi
A0A1V5VKA3	1852873	Elusimicrobia bacterium	Bacteria	NA	NA	PF01266	1, 131567, 2, 74152, 1797919, 1852873	root, no rank, superkingdom, phylum, no rank, species	root, cellular organisms, Bacteria, Elusimicrobia, unclassified Elusimicrobia, Elusimicrobia bacterium ADurb.Bin231
A0A2S9XRW6	215803	Enhygromyxa salina	Bacteria	7.75	30.0	PF01266	1, 131567, 2, 1224, 68525, 28221, 29, 83463, 215802, 215803	root, no rank, superkingdom, phylum, subphylum, class, order, no rank, genus, species	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Myxococcales, unclassified Myxococcales, Enhygromyxa, Enhygromyxa salina
A0A2S9XS76	215803	Enhygromyxa salina	Bacteria	7.75	30.0	PF01266	1, 131567, 2, 1224, 68525, 28221, 29, 83463, 215802, 215803	root, no rank, superkingdom, phylum, subphylum, class, order, no rank, genus, species	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Myxococcales, unclassified Myxococcales, Enhygromyxa, Enhygromyxa salina
A0A157T7I3	548	Klebsiella aerogenes	Bacteria	7.06	36.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 570, 548	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Klebsiella, Klebsiella aerogenes
A0A157WRT5	1418244	Pseudomonas aeruginosa	Bacteria	7.16	34.0	NA	1, 131567, 2, 1224, 1236, 72274, 135621, 286, 136841, 287, 1418244	root, no rank, superkingdom, phylum, class, order, family, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas aeruginosa group, Pseudomonas aeruginosa, Pseudomonas aeruginosa BWH058
A0A156A822	550	Enterobacter cloacae	Bacteria	7.04	34.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 547, 354276, 550	root, no rank, superkingdom, phylum, class, order, family, genus, species group, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacter, Enterobacter cloacae complex, Enterobacter cloacae
A0A157V574	208963	Pseudomonas aeruginosa	Bacteria	7.16	34.0	NA	1, 131567, 2, 1224, 1236, 72274, 135621, 286, 136841, 287, 208963	root, no rank, superkingdom, phylum, class, order, family, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas aeruginosa group, Pseudomonas aeruginosa, Pseudomonas aeruginosa UCBPP-PA14
E3G4Z8	701347	[enterobacter] lignolyticus	Bacteria	NA	NA	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 1330546, 1334193, 701347	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Pluralibacter, [Enterobacter] lignolyticus, [Enterobacter] lignolyticus SCF1
