uid	ec
A0A2X7SJV4	1.1.3.15
A0A1D3KHJ3	1.1.3.15
A0A1Q6B741	1.1.3.15
A0A193LVU7	1.1.3.15
A0A1M2G9G8	1.1.3.15
A0A244ABR1	1.1.3.15
A0A1Q4PK27	1.1.3.15
E3XK67	1.1.3.15
A0A1Q5ZQN2	1.1.3.15
A0A066T3I8	1.1.3.15
A0A2X5KYY8	1.1.3.15
A0A0D0LS41	1.1.3.15
A0A1X3I1A9	1.1.3.15
F4SNC3	1.1.3.15
A0A2X1KBM5	1.1.3.15
A0A2X6K613	1.1.3.15
A0A1S6TED6	1.1.3.15
A0A0E2L0Q1	1.1.3.15
V0SRL1	1.1.3.15
D6IC93	1.1.3.15
H4KKI8	1.1.3.15
V8KFX9	1.1.3.15
A0A073FRK3	1.1.3.15
A0A1X3K4W7	1.1.3.15
D6HZX5	1.1.3.15
I2WFU7	1.1.3.15
A0A2T3TM81	1.1.3.15
A0A2Y0HI52	1.1.3.15
A0A2X5QP97	1.1.3.15
A0A0K3JFD1	1.1.3.15
A0A2J1CD10	1.1.3.15
A0A2S1VP31	1.1.3.15
L3C3U3	1.1.3.15
S0VN32	1.1.3.15
A0A0K5Z1P8	1.1.3.15
W1FZV6	1.1.3.15
T9A731	1.1.3.15
A0A074HRI2	1.1.3.15
A0A069XGS7	1.1.3.15
A0A070FNN1	1.1.3.15
L4V8U9	1.1.3.15
H4LFP4	1.1.3.15
A0A1Z3V0K8	1.1.3.15
A0A2X3L1Y9	1.1.3.15
A0A2Y8Q6H4	1.1.3.15
A0A2X1NHT5	1.1.3.15
A0A1E5WZ24	1.1.3.15
A0A1C7CNH8	1.1.3.15
A0A271R3H9	1.1.3.15
A0A2A7M5R4	1.1.3.15
A0A2X7T7A7	1.1.3.15
A0A192ES65	1.1.3.15
A0A0K9THB5	1.1.3.15
A0A0H3JJM3	1.1.3.15
D3QPL1	1.1.3.15
A0A070SSH5	1.1.3.15
A0A192CCC7	1.1.3.15
E3PH30	1.1.3.15
A0A0E0XYZ8	1.1.3.15
A0A2X3K5J5	1.1.3.15
A0A2X6T5Y6	1.1.3.15
A0A2X5CTJ6	1.1.3.15
A0A0K4DLS2	1.1.3.15
T9CV12	1.1.3.15
A0A0E1M0K0	1.1.3.15
A0A0F3VBM6	1.1.3.15
A0A0L6Y4N7	1.1.3.15
E1IQ87	1.1.3.15
S1HMM4	1.1.3.15
A0A1X3KGH0	1.1.3.15
A0A2S7SGF6	1.1.3.15
F0JSX3	1.1.3.15
B7LT10	1.1.3.15
A0A2T3BIV2	1.1.3.15
S1M293	1.1.3.15
S0U1R3	1.1.3.15
S1C2P4	1.1.3.15
A0A2T3UAD3	1.1.3.15
S0WG00	1.1.3.15
A0A143XRU8	1.1.3.15
A0A173SH13	1.1.3.15
A0A173TMC2	1.1.3.15
A0A174I4P0	1.1.3.15
A0A174BFA4	1.1.3.15
A0A174H7H3	1.1.3.15
A0A140L8U4	1.1.3.15
A0A1V5U2Y5	1.1.3.15
A0A1V6FHV9	1.1.3.15
A0A1V5M856	1.1.3.15
A0A1V6EEL1	1.1.3.15
A0A1V5TUV4	1.1.3.15
A0A1V5Y8S9	1.1.3.15
A0A1V5J370	1.1.3.15
A0A1Z5JJ59	1.1.3.15
A0A1J0LPE9	1.1.3.15
H8XPH1	1.1.3.15
A0A076P3J3	1.1.3.15
A6GX56	1.1.3.15
A0A174VLJ4	1.1.3.15
A0A174MZF4	1.1.3.15
A0A174GK19	1.1.3.15
A0A174LQ47	1.1.3.15
A0A174PZ29	1.1.3.15
A0A0W0S1D2	1.1.3.15
A0A0W0T515	1.1.3.15
A0A0W0T9X1	1.1.3.15
A0A0W0U3G7	1.1.3.15
A0A0W0U422	1.1.3.15
E3IU20	1.1.3.15
A0A166S3R1	1.1.3.15
A0A062WW27	1.1.3.15
W9D4X9	1.1.3.15
A0A0D8BAE7	1.1.3.15
A0A2I2KIL2	1.1.3.15
A0A0D8B9B7	1.1.3.15
A0A2I2KQT5	1.1.3.15
A0A0D8BLL9	1.1.3.15
A0A1P8WJE7	1.1.3.15
A0A174XQN2	1.1.3.15
A0A2X3K0X4	1.1.3.15
Q8RIN5	1.1.3.15
Q7P867	1.1.3.15
A5TRL7	1.1.3.15
D5REL4	1.1.3.15
M2Y0E7	1.1.3.15
M2Y7P8	1.1.3.15
M2W7F2	1.1.3.15
M2WRR8	1.1.3.15
A0A142XKF1	1.1.3.15
C1A4Y0	1.1.3.15
Q5KYD8	1.1.3.15
Q5KYD7	1.1.3.15
Q5KZS1	1.1.3.15
Q5KZR9	1.1.3.15
S7SUG9	1.1.3.15
A0A0G3XUD0	1.1.3.15
S7U115	1.1.3.15
S7SU43	1.1.3.15
S7U5Z8	1.1.3.15
A0A150MX23	1.1.3.15
S7SZ03	1.1.3.15
D2S4B7	1.1.3.15
A0A0F7IHH0	1.1.3.15
U5QF75	1.1.3.15
A0A1J0A9L6	1.1.3.15
A0A0B2QXT2	1.1.3.15
A0A0B2SP87	1.1.3.15
A0A222TK96	1.1.3.15
A0A1L3RIS1	1.1.3.15
A0A1L3RYG4	1.1.3.15
A0A1L3RBN6	1.1.3.15
A0A1L3RIY0	1.1.3.15
W6I4V4	1.1.3.15
Q0BSS4	1.1.3.15
Q0BSS5	1.1.3.15
A0A1L3RHX1	1.1.3.15
W6I5R7	1.1.3.15
W6I4G8	1.1.3.15
A0A1L3RAI9	1.1.3.15
A0A128F2A1	1.1.3.15
A0A128F136	1.1.3.15
A0A1R4GSH3	1.1.3.15
G9Y0V0	1.1.3.15
A0A085GN98	1.1.3.15
A0A097R648	1.1.3.15
A0A2A2MDQ7	1.1.3.15
A0A0F7PEF6	1.1.3.15
I0JRU5	1.1.3.15
I0JRU6	1.1.3.15
A0A109UKV5	1.1.3.15
A0A1B8P6N4	1.1.3.15
A0A1B8P6F6	1.1.3.15
A0A1B8P6F8	1.1.3.15
A0A1R4HXS9	1.1.3.15
A0A101D3B1	1.1.3.15
A0A0P7ZBN5	1.1.3.15
F7PU87	1.1.3.15
A0A2G9GFJ3	1.1.3.15
A0A2C9DEF1	1.1.3.15
B5KUL2	1.1.3.15
Q17XF0	1.1.3.15
A0A0K2Y0I2	1.1.3.15
A0A0K2Y6W6	1.1.3.15
A0A0K2Y0X8	1.1.3.15
A0A0K2X9Y9	1.1.3.15
A0A0K2X7M8	1.1.3.15
A0A0K2XCH6	1.1.3.15
H5VDZ6	1.1.3.15
H5VAZ0	1.1.3.15
H5VAY9	1.1.3.15
F8KPZ0	1.1.3.15
I7H604	1.1.3.15
A0A2X3B4W9	1.1.3.15
T1DVD0	1.1.3.15
A0A0K2XRH9	1.1.3.15
A0A0K2XV68	1.1.3.15
A0A0K2XZV2	1.1.3.15
A0A0K2XUN8	1.1.3.15
A0A0K2YE40	1.1.3.15
A0A0K2XR40	1.1.3.15
A0A0K2XW66	1.1.3.15
Q7VHU4	1.1.3.15
J0NY54	1.1.3.15
J0LV76	1.1.3.15
J0CJ25	1.1.3.15
V5NMY9	1.1.3.15
I9QC67	1.1.3.15
J0NQ35	1.1.3.15
I9SY86	1.1.3.15
I9SN73	1.1.3.15
I9VJ91	1.1.3.15
J0AF82	1.1.3.15
I9ZW66	1.1.3.15
J0K1I9	1.1.3.15
J0N9A2	1.1.3.15
I9YBY4	1.1.3.15
J0QF80	1.1.3.15
J0C7Q0	1.1.3.15
J0BT75	1.1.3.15
I9TFH2	1.1.3.15
J0QQU2	1.1.3.15
J0K0H0	1.1.3.15
A0A238GUT4	1.1.3.15
J0Q1Y2	1.1.3.15
Q1CV18	1.1.3.15
I9XDF2	1.1.3.15
J0ABA9	1.1.3.15
E1S804	1.1.3.15
A0A238GTL6	1.1.3.15
I9ZFV5	1.1.3.15
D7FFM6	1.1.3.15
I9SW61	1.1.3.15
J0NGH8	1.1.3.15
J0N6S8	1.1.3.15
I9YRU8	1.1.3.15
I9VIR9	1.1.3.15
J0AIG3	1.1.3.15
J0FCM7	1.1.3.15
I9QXN7	1.1.3.15
J0T775	1.1.3.15
J0T3Q0	1.1.3.15
J0AKV7	1.1.3.15
I9Z6T9	1.1.3.15
J0I969	1.1.3.15
J0I449	1.1.3.15
J0JI36	1.1.3.15
J0MTC9	1.1.3.15
I9QLS9	1.1.3.15
J0INP2	1.1.3.15
J0A799	1.1.3.15
D7FDJ3	1.1.3.15
I9X7P1	1.1.3.15
I9THB2	1.1.3.15
J0AM02	1.1.3.15
J0MA07	1.1.3.15
J0HVI6	1.1.3.15
J0B9A4	1.1.3.15
J0IGI0	1.1.3.15
J0JPM0	1.1.3.15
I9WXT2	1.1.3.15
J0IR62	1.1.3.15
J0MQ57	1.1.3.15
J0KRB8	1.1.3.15
J0HUJ5	1.1.3.15
J0PDY3	1.1.3.15
J0UJF0	1.1.3.15
I9YPI2	1.1.3.15
I9VVE0	1.1.3.15
I9SAM5	1.1.3.15
A0A099UFT4	1.1.3.15
D8IRW1	1.1.3.15
D8IRW2	1.1.3.15
D8IRW0	1.1.3.15
A9AUI7	1.1.3.15
A0A0F7PKD8	1.1.3.15
A0A0F7PF49	1.1.3.15
Q9UJM8	1.1.3.15
Q9NYQ3	1.1.3.15
A0A174M3S1	1.1.3.15
A0A174X7R8	1.1.3.15
W7X618	1.1.3.15
A0A218PV79	1.1.3.15
A0A218PVF7	1.1.3.15
A0A1V5THA4	1.1.3.15
S2DJ52	1.1.3.15
E6SCX5	1.1.3.15
B7PME7	1.1.3.15
B7PIA0	1.1.3.15
B7PA56	1.1.3.15
B7P402	1.1.3.15
B7QE37	1.1.3.15
B7PI58	1.1.3.15
B7PPE8	1.1.3.15
B7PF38	1.1.3.15
B7P606	1.1.3.15
B7P821	1.1.3.15
B7PRE2	1.1.3.15
B7P3F0	1.1.3.15
W0UZR8	1.1.3.15
L9PP95	1.1.3.15
A0A1A7C443	1.1.3.15
A6SUS8	1.1.3.15
L9PRB1	1.1.3.15
A0A1E7W193	1.1.3.15
A6SUT0	1.1.3.15
A6T2Q7	1.1.3.15
L9PP51	1.1.3.15
A0A1W6P1B6	1.1.3.15
A0A0K3BGV1	1.1.3.15
F0EWJ6	1.1.3.15
F5S6P2	1.1.3.15
A0A0H3FPE5	1.1.3.15
A0A0M3H706	1.1.3.15
A0A0J2GHS7	1.1.3.15
A0A168NML8	1.1.3.15
A0A181WTM3	1.1.3.15
A0A170GY40	1.1.3.15
W1AXB1	1.1.3.15
A0A2X3GFW0	1.1.3.15
A0A0J4XWM8	1.1.3.15
W1ELX2	1.1.3.15
V0AYW5	1.1.3.15
A0A0E1CJ25	1.1.3.15
W1AS28	1.1.3.15
A0A263JXB3	1.1.3.15
W9BE77	1.1.3.15
A0A2X3CS23	1.1.3.15
A0A231WIL8	1.1.3.15
A0A2J5QKD0	1.1.3.15
W8VHY5	1.1.3.15
A0A0H3GN47	1.1.3.15
A0A0C7K920	1.1.3.15
A0A2X3FM75	1.1.3.15
A0A1W1KHW1	1.1.3.15
A0A1S8Y6J6	1.1.3.15
J2XB85	1.1.3.15
B5Y1D3	1.1.3.15
A0A1Y0Q3R6	1.1.3.15
A0A2L1C306	1.1.3.15
A6T539	1.1.3.15
A0A2J3D8B5	1.1.3.15
A0A2N4VVY3	1.1.3.15
A0A2A5MK91	1.1.3.15
A0A2P6GXL3	1.1.3.15
A0A223UFM3	1.1.3.15
A0A2N4Z2T3	1.1.3.15
A0A288TQZ9	1.1.3.15
A0A0B7GBH8	1.1.3.15
A0A2J6XQM3	1.1.3.15
D2PUB9	1.1.3.15
D2PT03	1.1.3.15
D6U4K8	1.1.3.15
Q1PW53	1.1.3.15
W5VYK6	1.1.3.15
A0A0M6Y1Z2	1.1.3.15
A0A0M6YSN7	1.1.3.15
A0A0M6ZB63	1.1.3.15
A0A0M6YRI1	1.1.3.15
A0A0M7A909	1.1.3.15
Q5FIR1	1.1.3.15
C0WMC7	1.1.3.15
K0MXH5	1.1.3.15
K0N938	1.1.3.15
G6CCJ7	1.1.3.15
A0A1X7QKB2	1.1.3.15
F0HWF2	1.1.3.15
G6F8W5	1.1.3.15
G6F8W6	1.1.3.15
A0A061C6C0	1.1.3.15
K0NUR1	1.1.3.15
I7K0M2	1.1.3.15
U6FH10	1.1.3.15
A0A2X0PI23	1.1.3.15
U4QFU8	1.1.3.15
U4QLZ7	1.1.3.15
U4QGJ9	1.1.3.15
U4QBW0	1.1.3.15
U6FAS7	1.1.3.15
U6FL28	1.1.3.15
C0XIJ3	1.1.3.15
C4VMW0	1.1.3.15
C2E451	1.1.3.15
C2FBH3	1.1.3.15
I7IZ16	1.1.3.15
A0A2S3U6G6	1.1.3.15
M4KHX7	1.1.3.15
A0A0G9FC07	1.1.3.15
F9UTP6	1.1.3.15
A0A2S3U744	1.1.3.15
A0A2Y8ZL50	1.1.3.15
A0A2Y8ZEV3	1.1.3.15
A0A2Y8ZG02	1.1.3.15
C2JYX2	1.1.3.15
C2K1F0	1.1.3.15
C2EPE3	1.1.3.15
C2ENE9	1.1.3.15
G6FBF9	1.1.3.15
Q9CG58	1.1.3.15
Q9SMD8	1.1.3.15
C1D5R9	1.1.3.15
A0A292YDW0	1.1.3.15
A0A2X1R8U8	1.1.3.15
A0A2S4WWV1	1.1.3.15
A0A2I8NYT9	1.1.3.15
A0A0W0RBD6	1.1.3.15
A0A0W0SNC9	1.1.3.15
A0A0W0SGJ0	1.1.3.15
A0A0W0SKN3	1.1.3.15
A0A0W0SNN1	1.1.3.15
A0A098G587	1.1.3.15
A0A0W0TN02	1.1.3.15
A0A0W0UHE4	1.1.3.15
A0A0W0VL21	1.1.3.15
D3HLE1	1.1.3.15
A0A0W0VV04	1.1.3.15
A0A0W0VW94	1.1.3.15
A0A0W0WNB8	1.1.3.15
A0A0W0X126	1.1.3.15
A0A0W0Y368	1.1.3.15
A0A0W0Y0Z9	1.1.3.15
A0A0W0YSA4	1.1.3.15
A0A0W0YDP5	1.1.3.15
A0A0W0YVK2	1.1.3.15
A0A0W0YYP4	1.1.3.15
A0A0W0ZF37	1.1.3.15
A0A2X4UW84	1.1.3.15
A0A1V6FDQ6	1.1.3.15
A0A1V5V7S7	1.1.3.15
A0A120MWB8	1.1.3.15
B0SPC7	1.1.3.15
A0A1R4HQB4	1.1.3.15
A0A0P0M9L6	1.1.3.15
A0A0P0MGF7	1.1.3.15
R7ZZ67	1.1.3.15
A0A1R4K6U2	1.1.3.15
B1HZY7	1.1.3.15
W6K749	1.1.3.15
W6K7A3	1.1.3.15
A0A087RXW1	1.1.3.15
A0A101I6I8	1.1.3.15
A0A0P8BJR7	1.1.3.15
A0A1W6K7Y1	1.1.3.15
A0A0J7JD82	1.1.3.15
A0A0J7JDW3	1.1.3.15
A0A081G1I2	1.1.3.15
A0A1C3JTM6	1.1.3.15
A0A1A8TT26	1.1.3.15
A0A2K8L4N0	1.1.3.15
A0A1L8CNE4	1.1.3.15
P93260	1.1.3.15
Q98DF1	1.1.3.15
M5F9A9	1.1.3.15
A0A0K2VV82	1.1.3.15
A0A090FKU8	1.1.3.15
A0A090GR93	1.1.3.15
A0A090E2C2	1.1.3.15
M5FIH9	1.1.3.15
F0TBY7	1.1.3.15
U6EB70	1.1.3.15
Q0W3T1	1.1.3.15
Q0W2Q0	1.1.3.15
H8I743	1.1.3.15
M9SFA6	1.1.3.15
Q8PXD0	1.1.3.15
A2SM04	1.1.3.15
A2SM02	1.1.3.15
A2SED4	1.1.3.15
A2SED2	1.1.3.15
A2SM03	1.1.3.15
W7WSX9	1.1.3.15
A0A2N9AX38	1.1.3.15
C5AVF5	1.1.3.15
A0A089QDS0	1.1.3.15
V5BD74	1.1.3.15
A0A1E2S2M6	1.1.3.15
G4T075	1.1.3.15
A0A0F0KUX6	1.1.3.15
A0A0M2HQX0	1.1.3.15
A0A0M2H872	1.1.3.15
A0A0M2HFS4	1.1.3.15
I4FPB3	1.1.3.15
I4GYC0	1.1.3.15
I4HK74	1.1.3.15
I4HNA6	1.1.3.15
I4IWL2	1.1.3.15
I4GF15	1.1.3.15
I4G7M6	1.1.3.15
L7E3G5	1.1.3.15
I4IBN0	1.1.3.15
I0L4Y9	1.1.3.15
I4EZV3	1.1.3.15
A0A0D2NBS0	1.1.3.15
A0A137SA38	1.1.3.15
Q9WU19	1.1.3.15
Q9NYQ2	1.1.3.15
X8B5I2	1.1.3.15
A0A0N9YJI4	1.1.3.15
A4T1S5	1.1.3.15
X8CCW7	1.1.3.15
A0A1V3WKI5	1.1.3.15
A0A1V3WJ80	1.1.3.15
X7YFF3	1.1.3.15
X7YWP4	1.1.3.15
A0A0D6H816	1.1.3.15
A1UBM5	1.1.3.15
A0A0A1FVZ7	1.1.3.15
A0A0T9M427	1.1.3.15
A0A0T9N0J6	1.1.3.15
A1T4N1	1.1.3.15
A0A1N3VNT8	1.1.3.15
A0A1M8SJM0	1.1.3.15
A0A1N4G5K4	1.1.3.15
A0A0J6WNW6	1.1.3.15
A0A0J6Y3T5	1.1.3.15
A0A0J6V898	1.1.3.15
A0A0J6YH39	1.1.3.15
A0A0J6W3A3	1.1.3.15
G4HQU0	1.1.3.15
G4HXB4	1.1.3.15
A0A0L1IK85	1.1.3.15
C8X9C2	1.1.3.15
E0N9D3	1.1.3.15
G4CKD2	1.1.3.15
G4CK16	1.1.3.15
G4CHB5	1.1.3.15
B0XXH6	1.1.3.15
O82077	1.1.3.15
A6Q1U6	1.1.3.15
A0A063Y722	1.1.3.15
Q3SUS3	1.1.3.15
Q82WJ9	1.1.3.15
Q82WK0	1.1.3.15
Q82T12	1.1.3.15
Q82WE3	1.1.3.15
A0A109CTG5	1.1.3.15
A0A231GW67	1.1.3.15
A0A0H5P0S5	1.1.3.15
A0A1I9Z5Z3	1.1.3.15
A0A1I9ZHD8	1.1.3.15
A1SDE0	1.1.3.15
A0A1R3UNU7	1.1.3.15
Q7WZ90	1.1.3.15
A0A1M4ERA4	1.1.3.15
B2J901	1.1.3.15
K9QIX1	1.1.3.15
A0A2R5FH61	1.1.3.15
A0A1B7KJW3	1.1.3.15
A0A1Y5TC79	1.1.3.15
A0A2P9HBE8	1.1.3.15
A0A2X1VHG2	1.1.3.15
C2KX57	1.1.3.15
B8B8K5	1.1.3.15
Q8H3I4	1.1.3.15
B8B7C5	1.1.3.15
Q6YT73	1.1.3.15
Q01KC2	1.1.3.15
Q7XPR4	1.1.3.15
B8AKX6	1.1.3.15
Q10CE4	1.1.3.15
B8AUI3	1.1.3.15
Q7FAS1	1.1.3.15
Q19U05	1.1.3.15
A0A2W0CE60	1.1.3.15
A0A2W0C1R2	1.1.3.15
A0A0C7QQ06	1.1.3.15
M7MTF7	1.1.3.15
M7N7G9	1.1.3.15
A0A1U7CQ63	1.1.3.15
A0A0G4JIC2	1.1.3.15
A0A239SNS1	1.1.3.15
A0A0P0R820	1.1.3.15
A0A0P0RIU5	1.1.3.15
A0A0P0RP68	1.1.3.15
E5AM76	1.1.3.15
E5AM75	1.1.3.15
E5AM74	1.1.3.15
Q145G9	1.1.3.15
Q145G8	1.1.3.15
Q13YT9	1.1.3.15
Q145H0	1.1.3.15
S5YW07	1.1.3.15
A1BC61	1.1.3.15
A0A150N3S1	1.1.3.15
K6XRR8	1.1.3.15
H0E0N2	1.1.3.15
E0VFS2	1.1.3.15
A0A1P8USU1	1.1.3.15
Q4FNZ1	1.1.3.15
Q4FNZ0	1.1.3.15
Q4FNZ2	1.1.3.15
A0A075KIL9	1.1.3.15
A0A1V4W2Z2	1.1.3.15
A0A1V5BQ92	1.1.3.15
A0A1V4VEM6	1.1.3.15
G4D1T0	1.1.3.15
V9WB78	1.1.3.15
B7FUG8	1.1.3.15
B7G7W1	1.1.3.15
A0A090QLU0	1.1.3.15
A0A090QN14	1.1.3.15
A0A1C0U3C0	1.1.3.15
Q6L2S0	1.1.3.15
Q6L072	1.1.3.15
Q6L2S1	1.1.3.15
Q8VX88	1.1.3.15
A0A142WRZ4	1.1.3.15
A0A142YAP2	1.1.3.15
A0A073CBY9	1.1.3.15
A0A073CPZ1	1.1.3.15
A0A1J1JNB7	1.1.3.15
A0A1J1L5E6	1.1.3.15
A0A1J1LU26	1.1.3.15
A0A251ZKX1	1.1.3.15
A0A1S2B7Y1	1.1.3.15
A0A2C5WLX1	1.1.3.15
A0A1Y4XA05	1.1.3.15
A0A0J5M398	1.1.3.15
A0A0E3V1E7	1.1.3.15
A0A0C1P707	1.1.3.15
A0A0C1LF24	1.1.3.15
A0A0C1NL19	1.1.3.15
A0A0C1L853	1.1.3.15
A2C7I8	1.1.3.15
A2CCV2	1.1.3.15
A0A0A1ZY49	1.1.3.15
Q7V4L1	1.1.3.15
Q7V678	1.1.3.15
Q46IL6	1.1.3.15
A0A1B7JFA7	1.1.3.15
A0A2X2C3V6	1.1.3.15
A0A2X2D7G3	1.1.3.15
A0A2X2A4L9	1.1.3.15
A0A2X2AAS8	1.1.3.15
A0A2X2BD62	1.1.3.15
A0A2S2DWV5	1.1.3.15
A0A024GXF2	1.1.3.15
Q15TJ7	1.1.3.15
A0A2K9JT18	1.1.3.15
A0A2T6I904	1.1.3.15
A0A2C8F5S9	1.1.3.15
A0A2X2BEZ7	1.1.3.15
A0A2X1YQ98	1.1.3.15
A0A2X2CIZ9	1.1.3.15
A0A2X3FA95	1.1.3.15
A0A2X3HQF6	1.1.3.15
A0A0D6I3R9	1.1.3.15
A0A2X1YW97	1.1.3.15
A0A0U3IJJ5	1.1.3.15
A0A2X5QI91	1.1.3.15
A0A1J0J3H4	1.1.3.15
A0A2X2E4H0	1.1.3.15
A0A2X2DEH4	1.1.3.15
A0A2X3HZW0	1.1.3.15
A0A2X5S4P6	1.1.3.15
A0A2X2CT13	1.1.3.15
A0A2X2B0G3	1.1.3.15
A0A193SGR8	1.1.3.15
A0A193SGF1	1.1.3.15
A0A127N143	1.1.3.15
A0A127MX95	1.1.3.15
A0A0D0SBV7	1.1.3.15
L8MM98	1.1.3.15
L8MHK8	1.1.3.15
A0A0N0E1V1	1.1.3.15
A0A225E6C6	1.1.3.15
A0A2C9EKR5	1.1.3.15
A0A061CNB8	1.1.3.15
A0A061CMR4	1.1.3.15
A0A061CL74	1.1.3.15
W6QS11	1.1.3.15
W6QQV7	1.1.3.15
W6RA91	1.1.3.15
Q88IT9	1.1.3.15
S6BHF8	1.1.3.15
S6ARK9	1.1.3.15
K9NL06	1.1.3.15
A0A1B4X4R1	1.1.3.15
A0A0S4HN01	1.1.3.15
K9NCU5	1.1.3.15
A0A0F7Y5G1	1.1.3.15
A0A0E3ML85	1.1.3.15
A0A0F6XA07	1.1.3.15
A0A1D3JXL6	1.1.3.15
A0A143GH29	1.1.3.15
A0A1Y2MWS8	1.1.3.15
F4CUY7	1.1.3.15
F4CRU5	1.1.3.15
F4CRK7	1.1.3.15
F4CZ97	1.1.3.15
A0A1Q8JLZ5	1.1.3.15
A0A1Q8LP38	1.1.3.15
A0A292Z204	1.1.3.15
A0A1Q8LF43	1.1.3.15
A0A1Q8KT56	1.1.3.15
A0A1X6ZPJ9	1.1.3.15
A0A161XBY1	1.1.3.15
A0A166CQB0	1.1.3.15
A0A165TE67	1.1.3.15
B6R8D7	1.1.3.15
A0A165R5N7	1.1.3.15
A0A1U6GPB8	1.1.3.15
A0A0J5QHZ2	1.1.3.15
D5BRS1	1.1.3.15
A0A0B6WZJ3	1.1.3.15
H6QAW2	1.1.3.15
A0A0K1DZV3	1.1.3.15
A3RTD6	1.1.3.15
A3RTD7	1.1.3.15
Q8XW08	1.1.3.15
D8N7C8	1.1.3.15
D8NYS5	1.1.3.15
D8NYS3	1.1.3.15
D8N7C6	1.1.3.15
A3RTD5	1.1.3.15
D8NPG9	1.1.3.15
Q8XW07	1.1.3.15
D8NYS4	1.1.3.15
D8NPG7	1.1.3.15
Q8XW09	1.1.3.15
I9W3U5	1.1.3.15
G3A159	1.1.3.15
G3A158	1.1.3.15
G3A160	1.1.3.15
A0A0B5IQH6	1.1.3.15
A0A1V2BEE4	1.1.3.15
A0A0F4Z475	1.1.3.15
A0A0F4YNJ0	1.1.3.15
Q07523	1.1.3.15
B3PR96	1.1.3.15
Q2KC17	1.1.3.15
B3PR95	1.1.3.15
W6RD42	1.1.3.15
W6R6M4	1.1.3.15
G9A160	1.1.3.15
G9A162	1.1.3.15
Q92NB8	1.1.3.15
A0A0F4FWB8	1.1.3.15
A0A083ZPU0	1.1.3.15
A0A0F4FW78	1.1.3.15
U4Q4U1	1.1.3.15
U4PUB6	1.1.3.15
U4PQX0	1.1.3.15
L0NAR1	1.1.3.15
L0NN71	1.1.3.15
W6W585	1.1.3.15
A0A1H8P321	1.1.3.15
Q3IZ31	1.1.3.15
A0A2V5G266	1.1.3.15
B6B2K8	1.1.3.15
B9NTK6	1.1.3.15
B6B2K7	1.1.3.15
B6B2K9	1.1.3.15
B9NTK5	1.1.3.15
B6BCS1	1.1.3.15
B6BCS0	1.1.3.15
A0A2X4WSS9	1.1.3.15
A0A2X4UF66	1.1.3.15
Q0S3N6	1.1.3.15
W4A1K2	1.1.3.15
A0A0D8I3J1	1.1.3.15
A0A2X2FAF1	1.1.3.15
A0A2X2G3L8	1.1.3.15
A0A2X2FIJ0	1.1.3.15
A0A1Q8YII8	1.1.3.15
A0A1Q8YCB8	1.1.3.15
A0A1Q8YFX8	1.1.3.15
A0A1Q8YG26	1.1.3.15
A0A0J1BEK0	1.1.3.15
A0A0D6B719	1.1.3.15
X5JLD8	1.1.3.15
X5JVY4	1.1.3.15
X5JEC9	1.1.3.15
B9ST75	1.1.3.15
B9ST69	1.1.3.15
B9ST70	1.1.3.15
A0A2P6RBS1	1.1.3.15
A0A2P6PSR9	1.1.3.15
A0A2P6RYW8	1.1.3.15
A0A2P6RYY6	1.1.3.15
A0A2P6Q5N0	1.1.3.15
A0A2P6RYW4	1.1.3.15
A0A2P6Q956	1.1.3.15
A0A173ZMW0	1.1.3.15
A0A173ZCF0	1.1.3.15
A0A173SJS6	1.1.3.15
A0A174BAQ2	1.1.3.15
A0A173SVT5	1.1.3.15
A0A173TUP6	1.1.3.15
A0A173Z9N2	1.1.3.15
A0A1Y5TD26	1.1.3.15
Q16CG6	1.1.3.15
Q16CG7	1.1.3.15
Q16CG8	1.1.3.15
B7RR92	1.1.3.15
B7RMW0	1.1.3.15
B7RMU4	1.1.3.15
D5RTL3	1.1.3.15
D5RHM8	1.1.3.15
A0A1Q2YX61	1.1.3.15
A0A1X6ZYE4	1.1.3.15
A0A0A0HRL1	1.1.3.15
I0HXJ0	1.1.3.15
I0HKK5	1.1.3.15
I0HKK7	1.1.3.15
I0HKK8	1.1.3.15
B7QY06	1.1.3.15
B7QY07	1.1.3.15
A4FNB1	1.1.3.15
A4FHK5	1.1.3.15
A0A2S2E3C3	1.1.3.15
U2E4D8	1.1.3.15
U2ENB5	1.1.3.15
U2EQX2	1.1.3.15
A0A1U7D3X5	1.1.3.15
B5F313	1.1.3.15
A9MG22	1.1.3.15
S5MTE2	1.1.3.15
A0A0K0HDL2	1.1.3.15
A0A248K6M2	1.1.3.15
A0A232SFT6	1.1.3.15
A0A2X5DA12	1.1.3.15
A0A1S1ACL8	1.1.3.15
A0A2T9HK44	1.1.3.15
A0A100VED0	1.1.3.15
A0A2A6D4Q1	1.1.3.15
A0A100PUL7	1.1.3.15
Q57KY4	1.1.3.15
A0A2T8T4G4	1.1.3.15
A0A2X4M4N2	1.1.3.15
A0A0W3LPM6	1.1.3.15
A0A2I5HDD3	1.1.3.15
A0A2X4WT35	1.1.3.15
A0A0V2CNH0	1.1.3.15
A0A1J4QQM5	1.1.3.15
A0A0T9XH20	1.1.3.15
S4I0R5	1.1.3.15
G5SFM4	1.1.3.15
A0A2X4PPN5	1.1.3.15
A0A2T5MY13	1.1.3.15
A0A2X4RW44	1.1.3.15
