uid	pfam
A1T4N1	PF01070
A0A078MYF8	PF01266
A0A0L1IK85	PF01266
C8X9C2	PF01070
G4CHB5	PF01565,PF02913
G4CKD2	PF01565
B0XXH6	PF01070
O82077	PF01070
A6Q1U6	PF01565,PF02913
A0A063Y722	PF01266
Q3SUS3	PF01070
Q82WJ9	PF01565,PF02913
Q82SS0	PF01565
Q82T12	PF01070
Q82WE3	PF01565,PF02913
Q82WK0	PF01565,PF02913
A0A0H5P0S5	PF01266
A0A0A1DNC4	PF01266
A1SDE0	PF01070
B2J901	PF01070
K9QIX1	PF01070
C2KX57	PF01070
B8AUI3	PF01070
Q10CE4	PF01070
Q6YT73	PF01070
Q7XPR4	PF00929,PF01070
Q8H3I4	PF01070
Q7FAS1	PF01070
B8AKX6	PF01070
B8B7C5	PF01070
Q01KC2	PF01070
A0A0G4JIC2	PF01266
S5YW07	PF01565,PF02913
A1BC61	PF01070
K6XRR8	PF01070
K6YJA5	PF01070
K6Z453	PF01070
H0E0N2	PF01266
E0VFS2	PF01070
Q4FNZ1	PF01565
Q4FNZ0	PF01565,PF02913
A0A075KIL9	PF01070
G4D1T0	PF01565,PF02913
V9WB78	PF01565,PF02913
B7G7W1	PF01070
B7FUG8	PF01070
A0A090QLU0	PF01266
Q6L2S0	PF02754,PF13183
Q6L2S1	PF01565,PF02913
Q6L072	PF01565,PF02913
A0A073CPZ1	PF01565,PF02913
A0A073CBY9	PF01565
A0A0J5M398	PF01266
A0A0E3V1E7	PF01565,PF02913
A0A0C1NL19	PF01565,PF02913
A0A0C1L853	PF01565,PF02913
A0A0C1P707	PF01070
F9DJF4	PF01070
A2CCU9	PF02754,PF13183
A2CCV2	PF01565
Q46IL6	PF01070
A2C7I8	PF01565,PF02913
Q7V678	PF01565,PF02913
A0A0A1ZY49	PF01266
Q7V4L1	PF01565
K7S8X4	PF01565,PF02913
G4CXE1	PF02754
C2LP39	PF01070
Q15TJ7	PF01070
A0A0F6RW60	PF01266
A0A0P1DE25	PF01266,PF04324
A0A0P1DHU4	PF01266
A0A0U3IJJ5	PF01266
A0A0D6I3R9	PF01266,PF04324
A0A0D6IUW2	PF01266
V6AP96	PF01565,PF02913
A0A0E3ML85	PF01266
A0A0D0SBV7	PF01266
A0A0N0E1V1	PF01565,PF02913
A0A024HJZ1	PF01266
W6RA91	PF01565,PF02913
W6QQV7	PF01070
A0A061CMR4	PF01070
L8MM98	PF01266
A0A061CL74	PF01565
A0A061CNB8	PF01565,PF02913
W6QS11	PF01565
L8MHK8	PF01266
S6ARK9	PF01565
S6BHF8	PF01565
S6AJB3	PF01565,PF02913
A0A0F7Y5G1	PF01266
A0A0S4HN01	PF01266
K9NL06	PF01565,PF02913
K9NCU5	PF02754
A0A0F6XA07	PF01565,PF02913
F4CRK7	PF01070
F4CZ97	PF01070
F4CRU5	PF01070
F4CUY7	PF01070
B6R8D7	PF01565,PF02913
A0A0J5QHZ2	PF01070
A0A0J5Q9F3	PF01565,PF02913
D5BRS1	PF01565
A0A0B6WZJ3	PF01565,PF02913
H6QAW2	PF01565,PF02913
A0A0K1E2Q1	PF01565,PF02913
A0A0K1DZV3	PF01565,PF02913
A3RTD5	PF01565,PF02913
Q8XW09	PF01565,PF02913
D8N7C8	PF01565,PF02913
D8N7C7	PF01565,PF02913
D8NYS5	PF01565,PF02913
D8NPG9	PF01565,PF02913
D8NPG8	PF01565
Q8XW08	PF01565,PF02913
D8NYS4	PF01565,PF02913
A3RTD6	PF01565,PF02913
I9W3U5	PF01565,PF02913
G3A158	PF01565,PF02913
G3A159	PF01565,PF02913
A0A0B5IQH6	PF01266
A0A0F4Z475	PF01070
A0A0F4YNJ0	PF00173,PF01070
Q07523	PF01070
Q2KC17	PF01565,PF02913
B3PR96	PF01565,PF02913
B3PR95	PF01565,PF02913
G9A160	PF01565
G9A159	PF01565,PF02913
Q98DF1	PF01070
Q92NB8	PF01070
A0A083ZPU0	PF01565
A0A0F4FWB8	PF02913
C3MGS3	PF01565,PF02913
C3KLX0	PF01565,PF02913
U4PUB6	PF01565
W6R6M4	PF01565
U4Q4U1	PF01565,PF02913
W6W585	PF01070
W6RD42	PF01565,PF02913
W6SAL0	PF01266
C3MGS4	PF01565
Q3IZ31	PF01565,PF02913
B9NTK6	PF01565
B6B2K7	PF01565,PF02913
B9NTK7	PF01565,PF02913
A0A0P7ZQ36	PF01565,PF02913
B6B2K8	PF01565
B6BCS0	PF01565
B6BCS1	PF01565,PF02913
Q0S3N6	PF01070
W4A1K2	PF01070
A0A0D8I3J1	PF01266
N1MAD6	PF01266
A0A0J1BEK0	PF01266
A0A0D6B719	PF01565,PF02913
X5JVY4	PF01266
B9ST69	PF01070
B9S0Y9	PF01070
B9ST70	PF01070
B9ST74	PF01070
B9ST75	PF01070
A0A0P4UH01	PF00173,PF01070
Q16CG7	PF01565
Q16CG8	PF01565,PF02913
B7RMW0	PF01565,PF02913
B7RMU2	PF01565
B7RR92	PF01070
D5RHM8	PF01565,PF02913
A0A0A0HRL1	PF01565,PF02913
U5DJQ7	PF01565,PF02913
I0HKK7	PF01565
I0HKK8	PF01565,PF02913
I0HXJ0	PF01070
Q1ARC0	PF01070
B7QY07	PF01565
B7QY06	PF01565,PF02913
D4LKY0	PF01565,PF02913
A4FGG6	PF01565,PF02913
A4FNB1	PF01565,PF02913
A4FHK5	PF01565,PF02913
U2E4D8	PF01565,PF02913
U2EQX2	PF02754
U2ENB5	PF01565
A8M0A4	PF01070
B5F313	PF01266
A0A0S2NCC0	PF01266
A9MG22	PF01266
S5MTE2	PF01266
A0A0K0HDL2	PF01266
Q57KY4	PF01266
A0A0M0PXR3	PF01266
A0A0J6CWW0	PF01266
A0A0F7JCH0	CL0100,PF01266
S4JZP6	PF01266
V2IMT0	PF01266
A0A0L4GHC1	PF01266
S5HJP1	PF01266
A0A0L2K657	PF01266
A0A0L4HLC8	PF01266
S4HT06	PF01266
H7EB43	PF01266
S4I0R5	PF01266
G5SFM4	PF01266
X2KHV3	PF01266
V8MHS4	PF01266
A0A0K1UXB6	PF01266
V2NJD0	PF01266
V1J691	PF01266
V7ISP4	PF01266
A0A0N9WTJ7	PF01266
A0A0T9WB25	PF01266
V7UWB1	PF01266
V1GNG8	PF01266
A0A0E1CRA2	PF01266
S4KMF5	PF01266
V1WUI6	PF01266
G5RJB6	PF01266
V2C7N5	PF01266
A0A0K1UJC3	PF01266
V1SZK5	PF01266
T2PP87	PF01266
A0A0T9VZW8	PF01266
V1MKF0	PF01266
A0A089G439	PF01266
B5Q884	CL1350,PF01266
A0A0T9XH20	PF01266
A0A0N1VME3	PF01266
G4C4W8	PF01266
A0A0M1RHZ2	PF01266
V2K9S1	PF01266
A0A0P1JZV7	PF01266
A0A0D5WDC0	PF01266
R0EVG9	PF01266
A0A0N2NZ48	PF01266
A0A0Q9Z7I7	PF01266
A0A0N1VXU9	PF01266
A0A023N3N7	PF01266
V1H2L1	PF01266
B3YHN8	PF01266
M7RE18	PF01266
V1QWS0	PF01266
V5KK82	PF01266
A0A0H3SV52	PF01266
T2Q510	PF01266
S4L0U9	PF01266
A0A0F5B9Q9	PF01266
V2GWQ5	PF01266
A0A0M2J3Z8	PF01266
A0A0L8YR87	PF01266
A0A0N9LH75	PF01266
A0A0T5WU15	PF01266
A0A0T5WFT4	PF01266
A0A0H3BNM7	PF01266
A0A0R9MW69	PF01266
A0A0H2WSA4	PF01266
C0PWI7	PF01266
A0A0T7HVF2	PF01266
A0A0N1R0I4	PF01266
A0A0H5PJP1	PF01266
A0A0N9P2N6	PF01266
Q8Z4F9	PF01266
A0A0F6B5J1	PF01266
A0A0D6IJB7	PF01266
E8XK31	PF01266
A0A0S2WBW9	PF01266
Q8ZMM3	PF01266
A0A0H3NF06	PF01266
H6L109	PF01565,PF02913
I0GRL8	PF01565,PF02913
A0A0G3SMM4	PF01266
A0A0J5CZZ1	PF01266
A0A0U7HWU9	PF01266
A0A0U7MNV1	PF01266
A0A0U6BZM9	PF01266
A0A0U6K8E5	PF01266
A0A0U6ZXX8	PF01266
A0A0U5XJG3	PF01266
A0A0M3UI66	PF01266
A0A0U7PBK6	PF01266
A0A0U8EIM7	PF01266
A0A0U5TVG2	PF01266
A0A0U7V4Q3	PF01266
A0A0U7IC16	PF01266
B2U083	PF01266
Q31X30	PF01266
I6DRD7	PF01266
A0A0G2XHS7	PF01266
E7SSC5	PF01266
I6D4W4	PF01266
I6GYD6	PF01266
A0A0H2V341	PF01266
Q0T194	PF01266
I6HD20	PF01266
A0A0G3KMH5	PF01266
E7T8N5	PF01266
D2AHK7	PF01266
K0WZF8	PF01266
A0A0C7MXN2	PF01266
A0A0F6EGB5	PF01266
A0A0F6MG83	PF01266
A0A094NN19	PF01266
A0A0I0YAM2	PF01266
A0A0H7PWY0	PF01266
A0A0H8S315	PF01266
A0A0H7Y229	PF01266
J2NJ54	PF01266
Q3YYJ7	PF01266
I2BC73	PF01266
A0A021XIZ9	PF01266
A0A021X798	PF01266
I3X1H0	PF01266
W0X3F8	PF01070
M4N2W9	PF01070
A0A0E0UEE5	PF01070
W0X0N5	PF01565
W0X1M3	PF01565,PF02913
A0A0B0HAB7	PF01565,PF02913
A0A0B0H8K0	PF02754
A9F5V5	PF01070
A9ENW5	PF01565,PF02913
F6ETN5	PF01070
G2IPH5	PF01565,PF02913
G2IPH4	PF01565
Q1GS14	PF01070
A0A095ANQ8	PF01070
P05414	PF01070
F9DUM3	PF01565,PF02913
E8SFV8	PF01565,PF02913
A0A0U5DT85	PF01565,PF02913
A0A0U5HR89	PF01565,PF02913
B8L0T8	PF01565,PF02913
A9QH69	PF01070
A9QH71	PF01070
A0A0T8L4B5	PF01266
A0A0K2AU21	PF01266
A0A0D6UPR3	PF01266
D6EL10	PF01266
A0A0U5L8D3	PF01266,PF04324
A0A0U5ERG0	PF01266
M9TZM2	PF01266
A0A0S1UDQ3	PF01565,PF02913
A0A0S1UJG8	PF01565,PF02913
A0A0M7QFY7	PF01070
A0A0M7QVU6	
A0A0M7QQE1	PF01266
F9VPD1	PF01565
Q96Y72	PF02754,PF13183
Q96Y71	PF01565,PF02913
B6BM25	PF01565,PF02913
W6EJB2	PF01565,PF02913
A6QC61	PF01565,PF02913
A0A0S4XQE0	PF01565,PF02913
Q0I8G2	PF01565,PF02913
A5GI75	PF01565
Q7U9U2	PF01565
Q7U599	PF01565,PF02913
A5GMT1	PF01565,PF02913
A5GQ90	PF01565
A5GUJ1	PF01565,PF02913
Q0IDM6	PF01565
A0A068N5J4	PF01266
Q2LXM8	PF01565,PF02913
Q2LWG4	PF01565,PF02913
B8MMC0	PF00173,PF01070
B8MKR3	PF00173,PF01070
B8LUI6	PF00173,PF01070
A0A098GJT9	PF01070
F4LXJ9	PF01070
C5BLP5	PF01070
B8BZV0	PF01070
A0A0N7LTA8	PF01266
A0A0N7HBH8	PF01266
K4LGZ0	PF01565,PF02913
M8DGJ7	PF01565,PF02913
F6BIS2	PF01070
Q47KK9	PF01070
M1E5R9	PF01070
B5YHA7	PF01070
D1A2X8	PF01070
M4YUM8	PF01565,PF02913
A0A0S3QVA7	PF01565,PF02913
V5V4E4	PF01565,PF02913
Q72LD0	PF01565,PF02913
Q72LD1	PF01565
Q72G82	PF01565,PF02913
Q5SM78	PF18690
A0A084ZKT7	PF01266
A0A0L0GS82	PF01266
A0A0S3PTR9	PF01266
A0A0H2LZ12	PF01266
A0A0H2M0K0	PF01266
A5CXB1	PF02754,PF12838
A5CXA9	PF01565,PF02913
A0A0H6MLS9	PF01266
A0A0H6BK84	PF01266
A0A0H6A8V9	PF01266
A0A0H6NVX5	PF01266
A0A0E4GN67	PF01266
A0A0H5YZP6	PF01266
A0A0H6AY92	PF01266
A0A0H6PGQ1	PF01266
A0A0H3ZY49	PF01266
A0A090SDX8	PF01266
A0A090SY56	PF01266
A0A090PSU2	PF01266
K5VRB7	PF01266
K5V8K6	PF01266
K5U2K2	PF01266
A0A090SES2	PF01266
C5R9T2	PF01070
G0UG28	PF01070
A0A0D0Q694	PF01565,PF02913
A0A077SBA9	PF01565,PF02913
A0A077QNR4	PF01266
A0A077NTT0	PF01266
G9Z4V9	CL0100,PF01266
Q84LB8	PF01070
S0FGL6	PF01565,PF02913
E0QJI9	PF01565,PF02913
G2ZL38	PF01565,PF02913
G2ZL37	PF01565,PF02913
D7GNZ6	PF01565,PF02913
A0A0P0USS3	PF01565,PF02913
S6BUT8	PF02754
S6BW26	PF01565,PF02913
S6BS41	PF01565,PF02913
S6BD85	PF01565,PF02913
A0A0W8FWC1	PF01266
A0A0S4LY82	PF01266
A0A0S4LWM7	PF01266
V4JGD4	PF01565,PF02913
V4LMN1	PF01565,PF02913
S5UC18	PF01070
S5TUW7	PF01070
A0A075GPT8	PF01070
