uid	taxid	organism	superkingdom	ph	temperature	pfam	lineage_identifiers	lineage_ranks	lineage_names
A0A0A1RXP1	1563222	Citrobacter pasteurii	Bacteria	NA	29.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 544, 1563222	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Citrobacter, Citrobacter pasteurii
A0A0M1VKH6	469595	None	None	NA	NA	NA	NA	NA	NA
A0A064D539	1439319	Citrobacter sp.	Bacteria	7.14	33.0	NA	1, 131567, 2, 1224, 1236, 91347, 543, 544, 1439319	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Citrobacter, Citrobacter sp. MGH 55
R8WWJ2	1169322	Citrobacter sp.	Bacteria	7.14	33.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 544, 1169322	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Citrobacter, Citrobacter sp. KTE151
A0A090U7M7	1114921	Citrobacter werkmanii	Bacteria	7.3	32.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 544, 1344959, 67827, 1114921	root, no rank, superkingdom, phylum, class, order, family, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Citrobacter, Citrobacter freundii complex, Citrobacter werkmanii, Citrobacter werkmanii NBRC 105721
D4BHH7	500640	Citrobacter youngae	Bacteria	7.3	32.0	PF01266	1, 131567, 2, 1224, 1236, 91347, 543, 544, 1344959, 133448, 500640	root, no rank, superkingdom, phylum, class, order, family, genus, species group, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Citrobacter, Citrobacter freundii complex, Citrobacter youngae, Citrobacter youngae ATCC 29220
U5RS18	1341692	Clostridium autoethanogenum	Bacteria	7.1	37.0	NA	1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 84023, 1341692	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium autoethanogenum, Clostridium autoethanogenum DSM 10061
A0A0B5QLQ1	1520	Clostridium beijerinckii	Bacteria	7.14	37.0	NA	1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 1520	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium beijerinckii
A0A0L6Z980	1121318	Clostridium homopropionicum	Bacteria	7.1	36.0	PF01266, PF04324	1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 36844, 1121318	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium homopropionicum, Clostridium homopropionicum DSM 5847
A0A0L6Z6D8	1121318	Clostridium homopropionicum	Bacteria	7.1	36.0	PF01266, PF04324	1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 36844, 1121318	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium homopropionicum, Clostridium homopropionicum DSM 5847
M1MT52	931276	Clostridium saccharoperbutylacetonicum	Bacteria	7.07	31.0	NA	1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 36745, 1335640, 931276	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium saccharoperbutylacetonicum, Clostridium saccharoperbutylacetonicum N1-4, Clostridium saccharoperbutylacetonicum N1-4(HMT)
A0A0C7QQ06	1505	Paeniclostridium sordellii	Bacteria	NA	NA	PF01266, PF04324	1, 131567, 2, 1783272, 1239, 186801, 186802, 186804, 1849828, 1505	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptostreptococcaceae, Paeniclostridium, Paeniclostridium sordellii
A0A0U5P4V4	1776047	Clostridium sp.	Bacteria	7.0	35.0	NA	1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 1776047	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium sp. C105KSO15
A0A0U5PE87	1776046	Clostridium sp.	Bacteria	7.0	35.0	PF01266, PF04324	1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 1776046	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium sp. C105KSO14
A0A0F0CCR9	1609975	Clostridium sp.	Bacteria	7.0	35.0	PF01266, PF04324	1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 1609975	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium sp. FS41
A0A0U5NX37	1776047	Clostridium sp.	Bacteria	7.0	35.0	NA	1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 1776047	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium sp. C105KSO15
G7M0E1	641107	Clostridium sp.	Bacteria	7.0	35.0	NA	1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 641107	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium sp. DL-VIII
A0A0F0C861	1609975	Clostridium sp.	Bacteria	7.0	35.0	PF01266, PF04324	1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 1609975	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium sp. FS41
A0A0F0C8R9	1609975	Clostridium sp.	Bacteria	7.0	35.0	PF01266, PF04324	1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 1609975	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium sp. FS41
A0A0U5P358	1776047	Clostridium sp.	Bacteria	7.0	35.0	NA	1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 1776047	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium sp. C105KSO15
A0A0U5NXR6	1776045	Clostridium sp.	Bacteria	7.0	35.0	PF01266, PF04324	1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 1776045	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium sp. C105KSO13
A0A0U5JSS4	1776046	Clostridium sp.	Bacteria	7.0	35.0	PF01266, PF04324	1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 1776046	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium sp. C105KSO14
Q896M6	212717	Clostridium tetani	Bacteria	7.0	37.0	NA	1, 131567, 2, 1783272, 1239, 186801, 186802, 31979, 1485, 1513, 212717	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, Clostridium tetani, Clostridium tetani E88
G0AHZ0	1005048	Collimonas fungivorans	Bacteria	6.5	27.0	NA	1, 131567, 2, 1224, 28216, 80840, 75682, 202907, 158899, 1005048	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Collimonas, Collimonas fungivorans, Collimonas fungivorans Ter331
G0AHZ1	1005048	Collimonas fungivorans	Bacteria	6.5	27.0	NA	1, 131567, 2, 1224, 28216, 80840, 75682, 202907, 158899, 1005048	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Collimonas, Collimonas fungivorans, Collimonas fungivorans Ter331
D4J7S8	717962	Coprococcus catus	Bacteria	NA	37.0	NA	1, 131567, 2, 1783272, 1239, 186801, 186802, 186803, 33042, 116085, 717962	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Coprococcus, Coprococcus catus, Coprococcus catus GD/7
D4J5N3	717962	Coprococcus catus	Bacteria	NA	37.0	NA	1, 131567, 2, 1783272, 1239, 186801, 186802, 186803, 33042, 116085, 717962	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Coprococcus, Coprococcus catus, Coprococcus catus GD/7
X5EDE2	1404245	Corynebacterium glyciniphilum	Bacteria	NA	38.0	NA	1, 131567, 2, 1783272, 201174, 1760, 85007, 1653, 1716, 1404244, 1404245	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium, Corynebacterium glyciniphilum, Corynebacterium glyciniphilum AJ 3170
K9W256	1173022	Crinalium epipsammum	Bacteria	NA	25.0	NA	1, 131567, 2, 1783272, 1798711, 1117, 1301283, 1150, 1892255, 241421, 241425, 1173022	root, no rank, superkingdom, no rank, no rank, phylum, subclass, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Oscillatoriophycideae, Oscillatoriales, Gomontiellaceae, Crinalium, Crinalium epipsammum, Crinalium epipsammum PCC 9333
Q39640	170850	Cucurbita hybrid	Eukaryota	NA	NA	NA	1, 131567, 2759, 33090, 35493, 131221, 3193, 58023, 78536, 58024, 3398, 1437183, 71240, 91827, 1437201, 71275, 91835, 71239, 3650, 1003878, 3660, 170850	root, no rank, superkingdom, kingdom, phylum, subphylum, no rank, no rank, no rank, no rank, no rank, no rank, no rank, no rank, no rank, subclass, no rank, order, family, tribe, genus, species	root, cellular organisms, Eukaryota, Viridiplantae, Streptophyta, Streptophytina, Embryophyta, Tracheophyta, Euphyllophyta, Spermatophyta, Magnoliophyta, Mesangiospermae, eudicotyledons, Gunneridae, Pentapetalae, rosids, fabids, Cucurbitales, Cucurbitaceae, Cucurbiteae, Cucurbita, Cucurbita hybrid cultivar
Q1LMF7	266264	Cupriavidus metallidurans	Bacteria	6.9	30.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 119219, 266264	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus metallidurans, Cupriavidus metallidurans CH34
Q1LJ75	266264	Cupriavidus metallidurans	Bacteria	6.9	30.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 119219, 266264	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus metallidurans, Cupriavidus metallidurans CH34
Q1LQ51	266264	Cupriavidus metallidurans	Bacteria	6.9	30.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 119219, 266264	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus metallidurans, Cupriavidus metallidurans CH34
Q0K752	381666	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 381666	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator H16
G0ESW4	1042878	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 1042878	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator N-1
G0ES38	1042878	Cupriavidus necator	Bacteria	6.89	29.0	PF01266	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 1042878	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator N-1
Q0KBU8	381666	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 381666	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator H16
G0ERK7	1042878	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 1042878	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator N-1
Q0K750	381666	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 381666	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator H16
G0EVT4	1042878	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 1042878	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator N-1
G0EVT6	1042878	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 1042878	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator N-1
Q0KC24	381666	Cupriavidus necator	Bacteria	6.89	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 106590, 381666	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus necator, Cupriavidus necator H16
Q46UI1	264198	Cupriavidus pinatubonensis	Bacteria	7.0	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 248026, 264198	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus pinatubonensis, Cupriavidus pinatubonensis JMP134
B3R6H2	977880	Cupriavidus taiwanensis	Bacteria	7.2	31.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 164546, 977880	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus taiwanensis, Cupriavidus taiwanensis LMG 19424
B3R6H4	977880	Cupriavidus taiwanensis	Bacteria	7.2	31.0	NA	1, 131567, 2, 1224, 28216, 80840, 119060, 106589, 164546, 977880	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus taiwanensis, Cupriavidus taiwanensis LMG 19424
C9YF25	667019	Curvibacter putative	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28216, 80840, 80864, 281915, 667019	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Curvibacter, Curvibacter putative symbiont of Hydra magnipapillata
C9Y9E7	667019	Curvibacter putative	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28216, 80840, 80864, 281915, 667019	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Curvibacter, Curvibacter putative symbiont of Hydra magnipapillata
C9Y718	667019	Curvibacter putative	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 28216, 80840, 80864, 281915, 667019	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Curvibacter, Curvibacter putative symbiont of Hydra magnipapillata
R7ZZ67	1232681	Lunatimonas lonarensis	Bacteria	NA	NA	PF01266	1, 131567, 2, 1783270, 68336, 976, 768503, 768507, 563798, 1774589, 1232681	root, no rank, superkingdom, no rank, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Lunatimonas, Lunatimonas lonarensis
S7WFA4	641524	Cyclobacterium qasimii	Bacteria	NA	NA	PF01266	1, 131567, 2, 1783270, 68336, 976, 768503, 768507, 563798, 68288, 1350429, 641524	root, no rank, superkingdom, no rank, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Cyclobacterium, Cyclobacterium qasimii, Cyclobacterium qasimii M12-11B
D3PDY5	639282	Deferribacter desulfuricans	Bacteria	7.0	62.0	NA	1, 131567, 2, 200930, 68337, 191393, 191394, 53572, 197162, 639282	root, no rank, superkingdom, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Deferribacteres, Deferribacteres, Deferribacterales, Deferribacteraceae, Deferribacter, Deferribacter desulfuricans, Deferribacter desulfuricans SSM1
Q1IWN3	319795	Deinococcus geothermalis	Bacteria	7.2	45.0	NA	1, 131567, 2, 1783272, 1297, 188787, 118964, 183710, 1298, 68909, 319795	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Terrabacteria group, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus, Deinococcus geothermalis, Deinococcus geothermalis DSM 11300
A0A080NFB1	80866	Delftia acidovorans	Bacteria	7.05	29.0	NA	1, 131567, 2, 1224, 28216, 80840, 80864, 80865, 80866	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Delftia, Delftia acidovorans
F6AVX6	742013	Delftia sp.	Bacteria	7.15	27.0	NA	1, 131567, 2, 1224, 28216, 80840, 80864, 80865, 742013	root, no rank, superkingdom, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Delftia, Delftia sp. Cs1-4
A0A0T6ADC9	1640514	Deltaproteobacteria bacterium	Bacteria	NA	NA	NA	1, 131567, 2, 1224, 68525, 28221, 45456, 122706, 1640514	root, no rank, superkingdom, phylum, subphylum, class, no rank, no rank, species	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, unclassified Deltaproteobacteria, unclassified Deltaproteobacteria (miscellaneous), Deltaproteobacteria bacterium CSP1-8
F5SJF4	997346	Desmospora sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 1239, 91061, 1385, 186824, 500614, 997346	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Thermoactinomycetaceae, Desmospora, Desmospora sp. 8437
F5SKH3	997346	Desmospora sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 1239, 91061, 1385, 186824, 500614, 997346	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Thermoactinomycetaceae, Desmospora, Desmospora sp. 8437
F5SJF2	997346	Desmospora sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 1239, 91061, 1385, 186824, 500614, 997346	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Thermoactinomycetaceae, Desmospora, Desmospora sp. 8437
F5SJF3	997346	Desmospora sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 1239, 91061, 1385, 186824, 500614, 997346	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Thermoactinomycetaceae, Desmospora, Desmospora sp. 8437
F5SJF5	997346	Desmospora sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 1239, 91061, 1385, 186824, 500614, 997346	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Thermoactinomycetaceae, Desmospora, Desmospora sp. 8437
F5SJF1	997346	Desmospora sp.	Bacteria	NA	NA	NA	1, 131567, 2, 1783272, 1239, 91061, 1385, 186824, 500614, 997346	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Thermoactinomycetaceae, Desmospora, Desmospora sp. 8437
C0QKR7	177437	Desulfobacterium autotrophicum	Bacteria	7.0	26.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 2295, 2296, 177437	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacterium, Desulfobacterium autotrophicum, Desulfobacterium autotrophicum HRM2
C0QCR3	177437	Desulfobacterium autotrophicum	Bacteria	7.0	26.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 2295, 2296, 177437	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacterium, Desulfobacterium autotrophicum, Desulfobacterium autotrophicum HRM2
C0QBU7	177437	Desulfobacterium autotrophicum	Bacteria	7.0	26.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 2295, 2296, 177437	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacterium, Desulfobacterium autotrophicum, Desulfobacterium autotrophicum HRM2
C0QK91	177437	Desulfobacterium autotrophicum	Bacteria	7.0	26.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 2295, 2296, 177437	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacterium, Desulfobacterium autotrophicum, Desulfobacterium autotrophicum HRM2
C0QJA3	177437	Desulfobacterium autotrophicum	Bacteria	7.0	26.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 2295, 2296, 177437	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacterium, Desulfobacterium autotrophicum, Desulfobacterium autotrophicum HRM2
K0N926	651182	Desulfobacula toluolica	Bacteria	7.08	28.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 28222, 28223, 651182	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacula, Desulfobacula toluolica, Desulfobacula toluolica Tol2
K0NHF1	651182	Desulfobacula toluolica	Bacteria	7.08	28.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 28222, 28223, 651182	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacula, Desulfobacula toluolica, Desulfobacula toluolica Tol2
A0A0J1FVG5	476652	Desulfosporosinus acididurans	Bacteria	NA	30.0	PF01266	1, 131567, 2, 1783272, 1239, 186801, 186802, 186807, 79206, 476652	root, no rank, superkingdom, no rank, phylum, class, order, family, genus, species	root, cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfosporosinus, Desulfosporosinus acididurans
S0FVM6	1286635	Desulfotignum phosphitoxidans	Bacteria	7.1	30.0	NA	1, 131567, 2, 1224, 68525, 28221, 213118, 213119, 115780, 190898, 1286635	root, no rank, superkingdom, phylum, subphylum, class, order, family, genus, species, no rank	root, cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfotignum, Desulfotignum phosphitoxidans, Desulfotignum phosphitoxidans DSM 13687
